"351190465","£”Dè","2018","01","01",8.9,"",5.8,"",7.3,"",4.2,"",.0,"","W",0,"9",.0,"9",.0,"9",.4,"",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",3.0,"",.0,"9",0,"",0,"","R",0,"9",0,"9",0,""
"351190465","£”Dè","2018","01","02",6.2,"",-2.8,"",2.0,"",-5.1,"",.0,"","W",0,"9",.0,"9",3.3,"",2.9,"",.0,"9",.0,"9",.0,"9",.0,"9",11.1,"",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",1.5,"",7.0,"",0,"",0,"","Z",8,"",0,"9",0,""
"351190465","£”Dè","2018","01","03",4.0,"",.9,"",2.8,"",-.5,"",4.0,"","S",0,"9",.0,"9",2.7,"",3.3,"",.0,"9",3.6,"",.0,"9",.0,"9",11.5,"",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",0,"",0,"","R",0,"9",0,"9",0,""
"351190465","£”Dè","2018","01","04",7.4,"",2.8,"",5.6,"",2.3,"",.8,"","W",0,"9",.0,"9",1.6,"",1.9,"",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",0,"",0,"","R",0,"9",0,"9",0,""
"351190465","£”Dè","2018","01","05",8.6,"",3.6,"",6.7,"",2.7,"",.0,"","W",0,"9",.0,"9",1.4,"",2.0,"",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",0,"",0,"","R",0,"9",0,"9",0,""
"351190465","£”Dè","2018","01","06",9.4,"",.2,"",5.1,"",-3.3,"",.4,"","W",0,"9",.0,"9",1.7,"",.0,"9",.0,"9",.0,"9",.0,"9",5.9,"",1.9,"",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",0,"",0,"","R",0,"9",0,"9",0,""
"351190465","£”Dè","2018","01","07",4.9,"",-.9,"",2.0,"",-2.9,"",.5,"","S",0,"9",.0,"9",.0,"9",7.0,"",.1,"",.5,"",.0,"9",.9,"",6.4,"",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",3.0,"",0,"",0,"","R",0,"9",0,"9",0,""
"351190465","£”Dè","2018","01","08",.9,"",-5.4,"",-2.8,"",-8.7,"",.0,"9","",0,"9",.0,"9",5.6,"",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",4.3,"",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",17.0,"",0,"",0,"","Z",12,"",0,"9",0,""
"351190465","£”Dè","2018","01","09",2.6,"",-6.0,"",-1.0,"",-8.8,"",.0,"9","",0,"9",.0,"9",5.3,"",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",7.0,"",0,"",0,"","Z",17,"",0,"9",0,""
"351190465","£”Dè","2018","01","10",2.5,"",.4,"",1.1,"",-.2,"",.4,"","W",0,"9",.0,"9",.0,"9",7.0,"",.0,"9",.0,"9",.0,"9",.0,"9",4.7,"",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",.0,"9",0,"",0,"","R",13,"",4,"",0,""
