ID;Nazwa;Rzeka;Szerokośćgeograficzna;Długośćgeograficzna;Wysokośćnpm;lat_dec;lon_dec
254170020;Smołdzino;Łupawa (474);54 40 02;17 12 06;4.0;54.66722222222222;17.201666666666664
254170040;Karżniczka;Łupawa (474);54 29 15;17 13 43;75.0;54.487500000000004;17.22861111111111
254170060;Mikorowo;Łeba (476);54 24 30;17 34 50;117.0;54.40833333333333;17.580555555555556
254170070;Bukowina;Łupawa (474);54 25 20;17 50 36;155.0;54.42222222222222;17.843333333333334
254170130;Niezabyszewo;Słupia (472);54 08 18;17 25 24;160.0;54.138333333333335;17.423333333333336
254170140;Kościerzyna;Wierzyca (298);54 07 43;17 57 43;190.0;54.12861111111111;17.961944444444445
254170190;Słupsk;Słupia (472);54 27 48;17 02 08;17.0;54.46333333333334;17.035555555555558
254170210;Borucino;Radunia (4868);54 15 13;17 59 30;;54.25361111111111;17.991666666666667
254170280;Struszewo;Słupia (472);54 10 44;17 21 26;131.0;54.178888888888885;17.357222222222223
254170310;Objezierze;Słupia (472);54 18 01;17 04 04;142.0;54.30027777777777;17.067777777777778
254170320;  ;Łupawa (474);54 17 08;17 38 13;151.0;54.285555555555554;17.636944444444445
254170330;Tuchomko;Słupia (472);54 07 53;17 22 06;;54.13138888888889;17.368333333333332
254180010;Rozewie;Bałtyk (0);54 49 46;18 20 08;54.0;54.82944444444445;18.335555555555555
254180050;Wejherowo;Reda (478);54 35 54;18 16 13;22.0;54.598333333333336;18.27027777777778
254180060;Gdynia;Bałtyk (0);54 31 08;18 33 34;2.0;54.51888888888889;18.559444444444445
254180070;Tępcz;Łeba (476);54 30 27;18 02 20;178.0;54.5075;18.03888888888889
254180090;Gdańsk-Rębiechowo;Morze Bałtyckie (0);54 22 16;18 29 12;146.0;54.37111111111111;18.486666666666668
254180130;Goręczyno;Radunia (4868);54 15 43;18 09 45;177.0;54.261944444444445;18.162499999999998
254180140;Ostrzyce-Brodnica Górna;Radunia (4868);54 16 28;18 05 29;213.0;54.27444444444444;18.091388888888886
254180260;Gdańsk-Port Północny;Bałtyk (0);54 23 59;18 41 52;2.0;54.39972222222222;18.697777777777777
254180270;Zelewo;Reda (478);54 37 23;18 04 31;43.0;54.62305555555555;18.075277777777778
254180280;Szemud;Reda (478);54 29 35;18 12 49;154.0;54.49305555555556;18.21361111111111
254180290;Szymankowo;Święta (1974398);54 04 27;18 55 53;3.0;54.07416666666667;18.93138888888889
254190020;Nowa Pasłęka;Zalew Wiślany (5119);54 25 34;19 44 49;2.0;54.42611111111111;19.746944444444445
254190050;Frombork;Zalew Wiślany (5119);54 21 37;19 40 38;2.0;54.36027777777778;19.677222222222223
254190070;Tolkmicko;Zalew Wiślany (5119);54 19 31;19 31 21;2.0;54.32527777777778;19.522499999999997
254190080;Pierzchały;Pasłęka (56);54 18 02;19 50 57;11.0;54.300555555555555;19.849166666666665
254190120;Kmiecin;Szkarpawa (514);54 11 16;19 09 50;0.0;54.187777777777775;19.163888888888888
254190150;SŁOBITY;Zalew Wiślany (5119);54 07 47;19 45 05;55.0;54.12972222222222;19.75138888888889
254190160;Pasłęk;Wąska (5456);54 04 07;19 38 10;14.0;54.06861111111112;19.63611111111111
254190190;Elbląg;Elbląg (54);54 09 43;19 25 53;39.0;54.161944444444444;19.43138888888889
254190230;Rogity;Pasłęka (56);54 23 21;19 51 41;8.0;54.38916666666667;19.86138888888889
254200040;BARTOSZYCE;Łyna (584);54 14 25;20 47 52;59.0;54.24027777777778;20.797777777777778
254200050;Bornity;Wałsza (568);54 11 04;20 03 03;47.0;54.18444444444444;20.050833333333333
254200070;KASZUNY;Drwęca Warmińska (566);54 09 30;20 20 23;89.0;54.15833333333333;20.33972222222222
254200080;LIDZBARK WARMIŃSKI;Łyna (584);54 08 09;20 35 10;90.0;54.13583333333333;20.58611111111111
254200140;Osieka;Łyna (584);54 12 32;20 46 57;74.0;54.20888888888889;20.7825
254210020;WĘGORZEWO;Węgorapa (582);54 13 26;21 44 05;116.0;54.223888888888894;21.734722222222224
254220020;ŻABIN;Węgorapa (582);54 19 17;22 02 17;110.0;54.32138888888889;22.03805555555556
254220030;GOŁDAP;Gołdapa (5824);54 18 30;22 16 07;159.0;54.30833333333333;22.26861111111111
254220060;BANIE MAZURSKIE;Gołdapa (5824);54 15 06;22 01 23;110.0;54.251666666666665;22.023055555555555
254220090;OLECKO;Jez. Olecko Wielkie (2626139);54 02 51;22 29 13;182.0;54.0475;22.486944444444447
254220120;Przerośl;Błędzianka (5828);54 15 29;22 39 35;215.0;54.25805555555556;22.65972222222222
254230040;Podwojponie;Szeszupa (68);54 18 01;23 07 10;207.0;54.30027777777777;23.119444444444444
349190600;Bielsko-Biała;Biała (2114);49 48 24;19 00 08;396.0;49.806666666666665;19.002222222222223
349190625;Zakopane;Dunajec (214);49 17 38;19 57 37;852.0;49.29388888888889;19.960277777777776
349190650;KASPROWY WIERCH;Dunajec (214);49 13 57;19 58 55;1990.0;49.2325;19.981944444444444
349200628;Hala Gąsienicowa;Dunajec (214);49 14 38;20 00 21;1523.0;49.24388888888889;20.00583333333333
349200660;NOWY SĄCZ;Dunajec (214);49 37 38;20 41 19;292.0;49.62722222222222;20.68861111111111
349210670;KROSNO;Wisłok (226);49 42 24;21 46 09;330.0;49.70666666666667;21.769166666666667
349220690;LESKO;San (22);49 27 59;22 20 30;420.0;49.46638888888889;22.341666666666665
349220695;PRZEMYŚL;San (22);49 48 15;22 46 19;279.0;49.80416666666667;22.771944444444443
350150500;Jelenia Góra;Bóbr (16);50 54 01;15 47 20;342.0;50.900277777777774;15.78888888888889
350150510;Śnieżka;Łomniczka (16184);50 44 11;15 44 23;1603.0;50.73638888888889;15.739722222222222
350160520;Kłodzko;Nysa Kłodzka (12);50 26 13;16 36 51;356.0;50.43694444444444;16.61416666666667
350170530;Opole;Odra (1);50 37 37;17 58 08;163.0;50.62694444444445;17.968888888888888
350180540;Racibórz;Odra (1);50 03 40;18 11 27;206.0;50.06111111111111;18.190833333333334
350190550;Częstochowa;Warta (18);50 48 43;19 05 30;293.0;50.81194444444444;19.091666666666665
350190560;KATOWICE-MUCHOWIEC;Rawa (21268);50 14 26;19 01 58;278.0;50.24055555555556;19.032777777777778
350190566;Kraków-Balice;Wisła (2);50 04 40;19 47 42;236.0;50.07777777777778;19.795
350200570;KIELCE-SUKÓW;Czarna Nida (2164);50 48 38;20 41 32;260.0;50.81055555555555;20.692222222222224
350200575;TARNÓW;Biała (2148);50 01 32;20 56 31;210.0;50.025555555555556;20.941944444444445
350210585;SANDOMIERZ;Wisła (2);50 41 48;21 42 57;217.0;50.696666666666665;21.715833333333332
350220580;RZESZÓW-JASIONKA;Wisłok (226);50 06 39;22 02 32;206.0;50.11083333333333;22.042222222222225
350230595;Zamość;Wieprz (24);50 41 54;23 12 20;223.0;50.69833333333333;23.205555555555556
351150400;Zielona Góra;Odra (1);51 55 48;15 31 29;192.0;51.93;15.524722222222223
351160415;Legnica;Kaczawa (138);51 11 33;16 12 28;123.0;51.192499999999995;16.20777777777778
351160418;Leszno;Strzyżewicki Rów (14884);51 50 08;16 32 05;91.0;51.83555555555556;16.534722222222225
351160424;Wrocław-Strachowice;Odra (1);51 06 12;16 54 00;120.0;51.10333333333333;16.9
351160425;WROCŁAW;Odra (1);51 06 49;16 52 54;120.0;51.11361111111111;16.881666666666668
351180435;Kalisz;Prosna (184);51 46 52;18 04 51;137.0;51.78111111111111;18.080833333333334
351180455;Wieluń;Warta (18);51 12 37;18 33 24;199.0;51.21027777777778;18.55666666666667
351190465;Łódź-Lublinek;Ner (1832);51 43 06;19 23 14;174.0;51.718333333333334;19.38722222222222
351190469;Sulejów;Pilica (254);51 21 12;19 51 59;188.0;51.35333333333333;19.866388888888892
351210488;Kozienice;Wisła (2);51 33 53;21 32 37;123.0;51.56472222222222;21.54361111111111
351220495;LUBLIN-RADAWIEC;Bystrzyca (246);51 13 00;22 23 35;238.0;51.21666666666667;22.393055555555556
351230497;Włodawa;Bug (266);51 33 12;23 31 46;177.0;51.55333333333333;23.529444444444444
352140310;Słubice;Odra (1);52 20 55;14 37 11;53.0;52.34861111111111;14.619722222222222
352150300;Gorzów Wlkp.;Warta (18);52 44 28;15 16 38;71.0;52.74111111111111;15.277222222222223
352160330;Poznań-Ławica;Warta (18);52 25 00;16 50 05;88.0;52.416666666666664;16.834722222222222
352180345;Koło-Radoszewice;Noteć (188);52 21 43;18 42 22;109.0;52.36194444444445;18.70611111111111
352190360;PŁOCK;Wisła (2);52 35 18;19 43 33;106.0;52.58833333333334;19.72583333333333
352200375;Warszawa;Wisła (2);52 09 46;20 57 40;106.0;52.16277777777778;20.961111111111112
352220385;SIEDLCE;Liwiec (2668);52 10 52;22 14 41;152.0;52.18111111111111;22.244722222222222
352230399;TERESPOL;Bug (266);52 04 43;23 37 19;133.0;52.078611111111115;23.621944444444445
353140200;Świnoujście;Bałtyk (0);53 55 24;14 14 32;4.0;53.92333333333333;14.242222222222221
353140205;Szczecin;Odra (1);53 23 43;14 37 22;1.0;53.39527777777778;14.622777777777777
353150210;Resko-Smólsko;Rega (42);53 45 49;15 23 36;52.0;53.76361111111111;15.393333333333333
353160215;Szczecinek;Gwda (1886);53 43 04;16 44 48;139.0;53.717777777777776;16.746666666666666
353160230;Piła;Gwda (1886);53 07 50;16 44 50;72.0;53.13055555555555;16.747222222222224
353170235;Chojnice;Brda (292);53 42 55;17 31 57;164.0;53.71527777777778;17.5325
353180250;Toruń;Wisła (2);53 02 31;18 35 44;69.0;53.04194444444444;18.595555555555553
353180255;Kwidzyn;Liwa (522);53 44 03;18 52 18;;53.73416666666667;18.871666666666666
353200270;MŁAWA;Wkra (268);53 06 15;20 21 40;147.0;53.10416666666667;20.361111111111114
353200272;OLSZTYN;Łyna (584);53 46 07;20 25 17;133.0;53.76861111111111;20.42138888888889
353210280;MIKOŁAJKI;Jez. Mikołajskie (26439);53 47 21;21 35 23;127.0;53.78916666666667;21.58972222222222
353210285;OSTROŁĘKA;Narew (26);53 03 57;21 32 02;94.0;53.06583333333333;21.53388888888889
353230295;BIAŁYSTOK;Biała (26168);53 06 26;23 09 44;148.0;53.10722222222223;23.16222222222222
354150100;Kołobrzeg-Dźwirzyno;Jez. Resko Przymorskie (43219);54 09 30;15 23 20;4.0;54.15833333333333;15.38888888888889
354160105;Koszalin;Dzierżęcinka (45614);54 12 16;16 09 19;33.0;54.20444444444445;16.155277777777776
354160115;Ustka;Bałtyk (0);54 35 18;16 51 15;3.0;54.58833333333334;16.854166666666668
354170120;Łeba;Łeba (476);54 45 13;17 32 05;1.0;54.75361111111111;17.534722222222225
354170125;Lębork;Łeba (476);54 33 11;17 45 25;39.0;54.55305555555555;17.756944444444443
354180135;Hel;Bałtyk (0);54 36 13;18 48 43;1.0;54.603611111111114;18.811944444444446
354180155;Gdańsk-Świbno;Wisła (2);54 20 01;18 56 04;7.0;54.33361111111111;18.934444444444445
354190160;Elbląg-Milejewo;Elbląg (54);54 13 24;19 32 37;189.0;54.223333333333336;19.54361111111111
354210185;KĘTRZYN;Guber (5848);54 04 02;21 22 00;107.0;54.06722222222223;21.366666666666667
354220195;SUWAŁKI;Czarna Hańcza (64);54 07 51;22 56 56;184.0;54.130833333333335;22.948888888888888
