ID;Nazwa;Rzeka;Szerokośćgeograficzna;Długośćgeograficzna;Wysokośćnpm;lat_dec;lon_dec
249170080;Dzierżkowice;Opawa (112);49 59 32;17 50 47;270.0;49.992222222222225;17.84638888888889
249180010;Pszczyna;Pszczynka (2116);49 59 44;18 55 09;270.0;49.995555555555555;18.91916666666667
249180020;Warszowice;Pszczynka (2116);49 59 31;18 42 20;270.0;49.99194444444444;18.705555555555556
249180030;Chałupki;Odra (1);49 55 33;18 19 39;198.0;49.92583333333333;18.3275
249180070;Mazańcowice;Wapienica (21128);49 51 45;18 58 10;269.0;49.862500000000004;18.96944444444444
249180090;Rudzica;Iłownica (2112);49 51 12;18 52 57;337.0;49.85333333333333;18.8825
249180130;Cieszyn;Olza (114);49 45 15;18 38 54;295.0;49.75416666666667;18.648333333333333
249180150;Wapienica;Wapienica (21128);49 46 25;18 58 24;456.0;49.77361111111111;18.973333333333333
249180160;BRENNA;Brennica (21114);49 45 13;18 52 15;350.0;49.75361111111111;18.870833333333334
249180170;Błatnia;Brennica (21114);49 44 49;18 56 33;882.0;49.746944444444445;18.9425
249180180;Równica, wieś;Wisła (2);49 43 11;18 51 09;768.0;49.719722222222224;18.852500000000003
249180210;SZCZYRK;Soła (2132);49 42 11;18 59 41;600.0;49.70305555555556;18.994722222222222
249180220;CZANTORIA;Wisła (2);49 41 00;18 49 11;842.0;49.68333333333333;18.81972222222222
249180230;WISŁA;Wisła (2);49 39 17;18 51 41;430.0;49.65472222222222;18.86138888888889
249180240;WISŁA-MALINKA;Malinka (21112);49 38 41;18 58 03;685.0;49.64472222222222;18.967499999999998
249180260;ISTEBNA-KUBALONKA;Olza (114);49 36 13;18 54 04;780.0;49.603611111111114;18.90111111111111
249180270;Istebna Młoda-Góra;Olza (114);49 34 50;18 51 43;786.0;49.580555555555556;18.861944444444447
249180280;ISTEBNA-STECÓWKA;Olza (114);49 35 07;18 56 25;735.0;49.58527777777778;18.940277777777776
249180390;BRENNA Leśnica;Leśnica (211146);49 42 36;18 54 11;426.0;49.71;18.903055555555554
249180410;ISTEBNA-WIEŚ;Olza (114);49 34 08;18 53 32;578.0;49.56888888888889;18.892222222222223
249180520;RUDZICA;Iłownica (2112);49 51 14;18 52 51;345.0;49.85388888888889;18.880833333333335
249180530;ISTEBNA-STECÓWKA;Olza (114);49 35 05;18 56 16;725.0;49.584722222222226;18.93777777777778
249180550;Cieszyn;Olza (114);49 46 30;18 36 33;255.0;49.775;18.609166666666667
249180570;Międzyrzecze Górne;Jasienica (21126);49 50 22;18 55 42;312.0;49.839444444444446;18.928333333333335
249180580;Goczałkowice-Zdrój;Wisła (2);49 56 18;18 56 02;259.0;49.93833333333333;18.933888888888887
249180590;Ruptawa;Olza (114);49 56 12;18 35 22;230.0;49.93666666666666;18.589444444444442
249180620;Kończyce Małe;Piotrówka (1146);49 51 08;18 38 20;242.0;49.852222222222224;18.63888888888889
249180630;Kiczyce;Wisła (2);49 49 18;18 47 59;283.0;49.82166666666667;18.799722222222226
249180640;Brenna-Brennica;Brennica (21114);49 43 24;18 54 27;403.0;49.723333333333336;18.9075
249190010;JAWISZOWICE;Wisła (2);49 57 35;19 08 31;260.0;49.959722222222226;19.141944444444444
249190030;LIBERTÓW;Wisła (2);49 58 21;19 53 42;318.0;49.972500000000004;19.895
249190050;RADZISZÓW;Skawinka (21356);49 56 23;19 48 33;222.0;49.939722222222215;19.809166666666666
249190060;SIEPRAW;Skawinka (21356);49 54 17;19 57 53;267.0;49.90472222222222;19.96472222222222
249190080;WADOWICE;Skawa (2134);49 52 55;19 31 07;259.0;49.88194444444444;19.51861111111111
249190090;INWAŁD;Skawa (2134);49 52 02;19 23 19;350.0;49.867222222222225;19.38861111111111
249190130;MIĘDZYBRODZIE BIALSKIE;Soła (2132);49 47 22;19 11 46;328.0;49.78944444444444;19.19611111111111
249190140;LESKOWIEC;Skawa (2134);49 47 44;19 26 48;872.0;49.79555555555555;19.446666666666665
249190150;STRÓŻA;Raba (2138);49 47 47;19 55 03;330.0;49.796388888888885;19.9175
249190170;BOGDANÓWKA;Raba (2138);49 45 34;19 47 17;812.0;49.75944444444445;19.78805555555556
249190190;MAKÓW PODH.;Skawa (2134);49 43 33;19 41 17;361.0;49.725833333333334;19.688055555555557
249190210;ŁODYGOWICE;Soła (2132);49 43 27;19 09 37;375.0;49.72416666666667;19.160277777777775
249190220;ŚLEMIEŃ;Soła (2132);49 43 03;19 21 11;447.0;49.7175;19.353055555555557
249190230;Lubień;Lubieńka (213834);49 43 15;19 58 12;429.0;49.72083333333334;19.97
249190240;LACHOWICE KRALE;Skawa (2134);49 41 18;19 25 04;616.0;49.68833333333333;19.41777777777778
249190270;Osielec;Skawa (2134);49 40 44;19 44 20;439.0;49.678888888888885;19.73888888888889
249190280;KRZECZÓW;Raba (2138);49 41 01;19 54 36;548.0;49.683611111111105;19.91
249190290;Lipowa;Soła (2132);49 39 58;19 04 36;530.0;49.66611111111111;19.076666666666668
249190310;Pewel Mała;Koszarawa (21324);49 39 39;19 18 21;425.0;49.66083333333333;19.305833333333332
249190320;LUBOŃ WIELKI;Raba (2138);49 39 12;19 59 32;1021.0;49.65333333333333;19.992222222222225
249190340;KOSZARAWA;Soła (2132);49 39 21;19 24 16;595.0;49.655833333333334;19.404444444444444
249190350;ZAWOJA;Skawica (21344);49 36 42;19 31 07;697.0;49.611666666666665;19.51861111111111
249190380;Kamesznica;Bystra (213232);49 34 12;19 03 52;470.0;49.57;19.064444444444444
249190390;MARKOWE SZCZAWINY;Skawa (2134);49 35 15;19 30 59;1193.0;49.587500000000006;19.51638888888889
249190410;MILÓWKA;Soła (2132);49 33 33;19 04 46;485.0;49.55916666666666;19.079444444444444
249190420;Żabnica;Żabniczanka (213234);49 33 39;19 11 15;585.0;49.56083333333333;19.1875
249190430;SOPOTNIA WIELKA;Soła (2132);49 34 54;19 17 58;745.0;49.58166666666667;19.299444444444447
249190440;KORBIELÓW;Soła (2132);49 34 07;19 20 54;650.0;49.56861111111112;19.348333333333333
249190460;SPYTKOWICE GÓRNE;Skawa (2134);49 33 52;19 45 42;639.0;49.56444444444444;19.761666666666667
249190470;Raba Wyżna;Raba (2138);49 33 53;19 52 54;536.0;49.56472222222222;19.881666666666668
249190480;LALIKI;Soła (2132);49 32 41;19 00 58;680.0;49.54472222222222;19.016111111111112
249190520;OBIDOWA;Raba (2138);49 32 39;19 58 07;805.0;49.54416666666666;19.96861111111111
249190530;PILSKO;Soła (2132);49 32 28;19 19 06;1278.0;49.54111111111111;19.31833333333333
249190540;RAJCZA;Soła (2132);49 30 22;19 06 19;495.0;49.50611111111111;19.10527777777778
249190560;JABŁONKA;Czarna Orawa (8222);49 28 20;19 41 45;614.0;49.47222222222222;19.695833333333333
249190580;RYCERKA GÓRNA;Soła (2132);49 25 35;19 00 30;710.0;49.42638888888889;19.008333333333333
249190610;RATUŁÓW;Wielki Rogoźnik (214116);49 23 30;19 53 01;679.0;49.391666666666666;19.88361111111111
249190620;BAŃSKA WYŻNA;Biały Dunajec (21412);49 23 03;19 58 24;896.0;49.384166666666665;19.973333333333333
249190630;WITÓW;Czarny Dunajec (21411);49 19 39;19 49 30;822.0;49.3275;19.825
249190640;NOWE BYSTRE;Wielki Rogoźnik (214116);49 19 56;19 55 45;870.0;49.33222222222223;19.929166666666667
249190660;KOŚCIELISKO-KIRY;Kirowa Woda (214112);49 16 39;19 52 10;922.0;49.277499999999996;19.869444444444444
249190670;POLANA CHOCHOŁ.;Dunajec (214);49 14 13;19 47 19;1145.0;49.23694444444445;19.788611111111113
249190680;HALA ORNAK;Dunajec (214);49 13 45;19 51 34;1109.0;49.22916666666667;19.859444444444446
249190750;Soblówka;Soła (2132);49 26 15;19 08 54;702.0;49.4375;19.148333333333333
249190770;Straconka;Biała (2114);49 47 38;19 06 26;450.0;49.79388888888889;19.107222222222223
249190780;Gubałówka;Wielki Rogoźnik (214116);49 18 20;19 55 47;1123.0;49.30555555555555;19.929722222222225
249190790;Ratułów;Wielki Rogoźnik (214116);49 23 30;19 53 03;679.0;49.391666666666666;19.884166666666665
249190810;Kalwaria Zebrzydowska.;Skawinka (21356);49 52 12;19 41 07;312.0;49.87;19.685277777777777
249190820;Koszarawa;Soła (2132);49 40 20;19 24 50;671.0;49.67222222222222;19.413888888888888
249190830;Kościelisko-Kiry;Kirowa Woda (214112);49 16 40;19 52 15;933.0;49.27777777777778;19.870833333333334
249190840;Rajcza;Soła (2132);49 30 29;19 06 55;505.0;49.50805555555556;19.11527777777778
249190850;Rycerka Górna;Soła (2132);49 25 33;19 00 29;720.0;49.42583333333333;19.008055555555554
249190860;Soblówka;Soła (2132);49 27 24;19 08 43;620.0;49.45666666666667;19.14527777777778
249190870;Ślemień;Soła (2132);49 42 57;19 22 28;480.0;49.715833333333336;19.374444444444446
249190880;Wadowice;Skawa (2134);49 52 38;19 30 40;265.0;49.87722222222222;19.511111111111113
249190890;RADZIECHOWY ;Soła (2132);49 38 55;19 09 20;395.0;49.64861111111111;19.155555555555555
249190920;LIPNICA WIELKA;Czarna Orawa (8222);49 32 16;19 32 43;819.0;49.53777777777778;19.54527777777778
249190960;Budzów;Skawa (2134);49 46 26;19 39 34;342.0;49.77388888888889;19.659444444444443
249190970;Sidzina;Bystrzanka (21342);49 37 10;19 43 37;546.0;49.61944444444445;19.72694444444444
249190980;Sucha Beskidzka;Skawa (2134);49 45 14;19 36 21;324.0;49.75388888888889;19.605833333333333
249190990;Jordanów;Skawa (2134);49 38 35;19 50 30;534.0;49.643055555555556;19.841666666666665
249191020;Skawica;Skawica (21344);49 41 11;19 40 01;409.0;49.686388888888885;19.666944444444447
249191030;Kopytówka;Wisła (2);49 56 01;19 38 10;309.0;49.933611111111105;19.63611111111111
249200020;ŁAZY;Gróbka (21394);49 57 55;20 29 43;245.0;49.96527777777778;20.49527777777778
249200050;STRADOMKA;Stradomka (21388);49 55 15;20 18 33;226.0;49.920833333333334;20.309166666666666
249200060;Gnojnik;Uszwica (21396);49 53 43;20 35 18;310.0;49.89527777777778;20.58833333333333
249200070;DOBCZYCE;Raba (2138);49 52 39;20 04 14;308.0;49.8775;20.070555555555554
249200080;Łapanów;Stradomka (21388);49 52 31;20 17 01;265.0;49.875277777777775;20.283611111111114
249200110;JODŁOWNIK;Stradomka (21388);49 46 15;20 13 29;384.0;49.770833333333336;20.22472222222222
249200120;ROZDZIELE;Raba (2138);49 47 07;20 24 58;627.0;49.78527777777778;20.41611111111111
249200130;JASTRZĘBIA;Biała (2148);49 47 11;20 53 47;288.0;49.78638888888889;20.89638888888889
249200140;WĘGLÓWKA;Raba (2138);49 45 01;20 04 28;512.0;49.750277777777775;20.074444444444445
249200180;LIMANOWA;Łososina (21472);49 41 37;20 25 06;515.0;49.69361111111111;20.418333333333333
249200210;PÓŁRZECZKI;Łososina (21472);49 39 09;20 12 54;650.0;49.652499999999996;20.215
249200220;ROZTOKA;Dunajec (214);49 38 25;20 23 00;815.0;49.640277777777776;20.383333333333333
249200230;GRYBÓW;Biała (2148);49 37 11;20 56 53;335.0;49.61972222222222;20.948055555555555
249200240;PTASZKOWA;Łubinka (21434);49 36 01;20 53 12;520.0;49.60027777777778;20.886666666666667
249200250;JASIONÓW;Raba (2138);49 35 23;20 01 33;742.0;49.58972222222222;20.02583333333333
249200260;ŁĄCKO;Dunajec (214);49 33 35;20 26 22;366.0;49.55972222222222;20.439444444444444
249200270;TURBACZ;Dunajec (214);49 32 41;20 07 05;1273.0;49.54472222222222;20.118055555555557
249200280;ŁABOWA;Kamienica (21432);49 31 34;20 51 31;455.0;49.52611111111111;20.858611111111113
249200290;OCHOTNICA GÓRNA;Dunajec (214);49 30 37;20 14 41;617.0;49.51027777777778;20.244722222222222
249200310;KOWANIEC;Dunajec (214);49 29 27;20 02 49;623.0;49.490833333333335;20.046944444444446
249200320;ŁOPUSZNA;Dunajec (214);49 28 27;20 07 25;570.0;49.47416666666667;20.12361111111111
249200330;STUDZIONKI;Dunajec (214);49 29 43;20 12 43;904.0;49.49527777777778;20.211944444444445
249200340;DĘBNO;Białka (214154);49 27 57;20 12 34;536.0;49.465833333333336;20.209444444444443
249200350;HUTA;Kamienica (21432);49 27 54;20 57 24;756.0;49.465;20.956666666666667
249200360;MIZERNA;Dunajec (214);49 27 19;20 16 55;570.0;49.45527777777778;20.281944444444445
249200370;KROŚCIENKO;Dunajec (214);49 26 44;20 25 54;435.0;49.44555555555555;20.43166666666667
249200380;SZAFLARY;Biały Dunajec (21412);49 25 29;20 01 51;643.0;49.42472222222222;20.030833333333334
249200420;NIEDZICA;Niedziczanka (214172);49 25 04;20 18 57;534.0;49.41777777777777;20.315833333333334
249200440;JAWORZYNA KRYNIC.;Poprad (2142);49 25 04;20 53 43;1110.0;49.41777777777777;20.89527777777778
249200450;BIAŁKA TATRZAŃSKA;Białka (214154);49 24 44;20 06 26;680.0;49.41222222222222;20.107222222222223
249200470;KRYNICA;Poprad (2142);49 24 28;20 57 39;582.0;49.407777777777774;20.960833333333333
249200480;BUKOWINA;Białka (214154);49 20 15;20 05 54;902.0;49.337500000000006;20.098333333333333
249200490;MUSZYNA;Poprad (2142);49 20 59;20 53 11;445.0;49.349722222222226;20.886388888888888
249200530;ŁYSA POLANA;Białka (214154);49 15 49;20 06 54;970.0;49.26361111111111;20.115000000000002
249200540;HALA GĄSIENICOWA;Dunajec (214);49 14 38;20 00 21;1523.0;49.24388888888889;20.00583333333333
249200550;DOLINA 5 STAWÓW;Dunajec (214);49 12 49;20 02 52;1674.0;49.21361111111111;20.047777777777778
249200570;TRZEMEŚNIA;Raba (2138);49 48 45;20 00 46;347.0;49.8125;20.012777777777778
249200910;MORSKIE OKO;Rybi Potok (2141542);49 12 04;20 04 17;1400.0;49.20111111111111;20.07138888888889
249200920;PIWNICZNA;Poprad (2142);49 25 30;20 43 23;380.0;49.425;20.723055555555554
249200930;PORONIN;Biały Dunajec (21412);49 19 49;20 02 07;776.0;49.33027777777778;20.03527777777778
249200950;Szaflary;Biały Dunajec (21412);49 24 58;20 01 31;636.0;49.41611111111111;20.025277777777777
249200960;NOWY TARG-KOWANIEC;Dunajec (214);49 29 11;20 03 18;590.0;49.48638888888889;20.055
249200980;MSZANA DOLNA;Raba (2138);49 39 49;20 03 16;440.0;49.66361111111111;20.054444444444446
249200990;WRONOWICE;Łososina (21472);49 44 11;20 35 26;270.0;49.73638888888889;20.590555555555554
249201010;SIERCZA;Wisła (2);49 58 21;20 02 02;336.0;49.972500000000004;20.03388888888889
249201020;Ostrowsko;Dunajec (214);49 28 48;20 05 38;568.0;49.480000000000004;20.093888888888888
249201030;Dobra;Łososina (214734);49 43 39;20 16 24;427.0;49.7275;20.273333333333333
249201050;Królówka;Raba (2138);49 53 14;20 26 00;291.0;49.88722222222222;20.433333333333334
249201060;Tylmanowa;Ochotnica (2141976);49 31 05;20 23 15;404.0;49.518055555555556;20.3875
249210010;PILZNO;Wisłoka (218);49 59 14;21 18 30;195.0;49.98722222222222;21.308333333333334
249210030;TUCHÓW;Biała (2148);49 54 14;21 02 51;220.0;49.903888888888886;21.047500000000003
249210040;ŻARNOWA;Wisłok (226);49 52 40;21 48 59;220.0;49.87777777777778;21.81638888888889
249210070;BIECZ-GRUDNA;Ropa (2182);49 44 07;21 17 44;285.0;49.73527777777778;21.295555555555556
249210080;JASŁO;Jasiołka (2184);49 44 08;21 29 06;228.0;49.73555555555556;21.485
249210090;GORLICE;Sękówka (21826);49 39 19;21 10 16;300.0;49.655277777777776;21.171111111111113
249210120;NOWY ŻMIGRÓD;Wisłoka (218);49 36 42;21 32 00;300.0;49.611666666666665;21.533333333333335
249210130;Zboiska;Jasiołka (2184);49 34 39;21 41 45;320.0;49.5775;21.695833333333333
249210140;DUKLA;Jasiołka (2184);49 34 01;21 40 50;385.0;49.566944444444445;21.680555555555557
249210150;IWONICZ-ZDRÓJ;Wisłok (226);49 34 02;21 47 18;425.0;49.56722222222223;21.788333333333334
249210160;ORZECHÓWKA;Wisłok (226);49 43 00;21 57 41;310.0;49.71666666666667;21.961388888888887
249210170;BARTNE;Sękówka (21826);49 33 31;21 20 44;540.0;49.558611111111105;21.345555555555553
249210180;KREMPNA;Wisłoka (218);49 30 57;21 29 22;380.0;49.51583333333333;21.489444444444445
249210190;WISŁOCZEK;Wisłok (226);49 30 03;21 51 56;520.0;49.50083333333333;21.865555555555556
249210210;PUŁAWY DOLNE;Wisłok (226);49 29 24;21 54 26;395.0;49.49;21.90722222222222
249210220;WYSZOWADKA;Wisłoka (218);49 27 14;21 25 15;506.0;49.45388888888889;21.420833333333334
249210230;WYSOWA;Ropa (2182);49 26 17;21 10 21;519.0;49.43805555555555;21.1725
249210240;BARWINEK;Jasiołka (2184);49 25 52;21 41 05;465.0;49.43111111111111;21.684722222222224
249210250;JAŚLISKA;Jasiołka (2184);49 26 24;21 48 36;440.0;49.44;21.810000000000002
249210260;TYLICZ;Poprad (2142);49 23 32;21 00 32;585.0;49.39222222222222;21.00888888888889
249210270;WISŁOK WIELKI;Wisłok (226);49 22 43;21 59 57;540.0;49.37861111111111;21.999166666666667
249210280;Kunkowa;Przysłopianka (218232);49 33 00;21 07 29;413.0;49.55;21.12472222222222
249210340;Krempna;Wisłoka (218);49 30 59;21 29 03;380.0;49.51638888888889;21.484166666666667
249210350;Moszczaniec;Wisłok (226);49 25 20;21 54 46;467.0;49.42222222222222;21.912777777777777
249210370;Ropica Górna;Sękówka (21826);49 35 46;21 13 53;357.0;49.596111111111114;21.231388888888887
249210390;Uście Gorlickie;Ropa (2182);49 31 37;21 07 55;398.0;49.526944444444446;21.131944444444446
249210420;Smerekowiec;Ropa (2182);49 30 19;21 14 02;451.0;49.50527777777778;21.233888888888888
249220010;KAŃCZUGA;Mleczka (2268);49 59 07;22 24 26;215.0;49.98527777777778;22.40722222222222
249220040;DYNÓW;San (22);49 50 07;22 14 06;249.0;49.83527777777778;22.235
249220060;BIRCZA;San (22);49 41 14;22 28 52;324.0;49.68722222222222;22.481111111111108
249220070;RYBOTYCZE;Wiar (224);49 39 16;22 38 24;289.0;49.654444444444444;22.64
249220080;SANOK-TREPCZA;San (22);49 35 05;22 11 07;307.0;49.584722222222226;22.185277777777777
249220110;NOWOTANIEC;Pielnica (22618);49 30 28;22 01 31;405.0;49.507777777777775;22.025277777777777
249220120;LESZCZOWATE;San (22);49 30 26;22 32 52;486.0;49.507222222222225;22.547777777777778
249220130;Brzegi Dolne;Strwiąż (76);49 26 36;22 37 16;438.0;49.44333333333333;22.621111111111112
249220140;SZCZAWNE;Osława (222);49 23 56;22 08 49;395.0;49.39888888888889;22.146944444444443
249220150;SOLINA-JAWOR;San (22);49 24 00;22 28 06;459.0;49.4;22.46833333333333
249220160;TELEŚNICA OSZWAROWA;San (22);49 22 49;22 31 52;449.0;49.38027777777778;22.53111111111111
249220170;BALIGRÓD-MCHAWA;Hoczewka (2218);49 21 14;22 17 01;430.0;49.35388888888889;22.283611111111114
249220180;KOMAŃCZA;Osława (222);49 20 21;22 03 48;478.0;49.33916666666667;22.063333333333333
249220190;SAKOWCZYK;San (22);49 18 53;22 26 51;561.0;49.31472222222222;22.4475
249220210;TERKA;Solinka (2212);49 17 50;22 25 37;446.0;49.29722222222222;22.426944444444445
249220220;POLANA;Czarna (22132);49 18 12;22 34 36;458.0;49.30333333333333;22.576666666666668
249220230;LUTOWISKA;San (22);49 14 35;22 41 00;666.0;49.24305555555556;22.683333333333334
249220240;ŻUBRACZE;San (22);49 12 32;22 16 18;623.0;49.20888888888889;22.271666666666665
249220250;CISNA;Solinka (2212);49 12 46;22 19 52;549.0;49.21277777777778;22.33111111111111
249220260;DWERNIK;San (22);49 13 15;22 38 02;543.0;49.22083333333334;22.633888888888887
249220270;KALNICA;Wetlina (22126);49 11 50;22 25 27;577.0;49.197222222222216;22.424166666666668
249220280;STUPOSIANY;Wołosaty (22114);49 11 30;22 40 59;547.0;49.19166666666666;22.68305555555556
249220290;ROZTOKI GÓRNE;San (22);49 09 12;22 18 52;700.0;49.15333333333333;22.314444444444444
249220310;WETLINA;San (22);49 08 41;22 28 19;708.0;49.14472222222222;22.471944444444443
249220320;POŁONINA WETLIŃSKA;San (22);49 09 28;22 33 06;1226.0;49.157777777777774;22.551666666666666
249220330;TARNAWA  NIŻNA;San (22);49 07 29;22 47 29;708.0;49.124722222222225;22.79138888888889
249220340;WOŁOSATE;San (22);49 03 51;22 41 09;752.0;49.064166666666665;22.685833333333335
249220350;WYŻNIAŃSKI WIERCH;San (22);49 07 19;22 35 09;913.0;49.121944444444445;22.585833333333333
249220360;BUKOWIEC ;Solinka (2212);49 18 21;22 24 49;435.0;49.30583333333333;22.41361111111111
249220370;Zatwarnica;San (22);49 12 57;22 33 08;;49.215833333333336;22.552222222222223
250140010;Wyszków;Nysa Łużycka (174);50 58 03;14 59 35;330.0;50.9675;14.993055555555555
250140020;Sieniawka;Nysa Łużycka (174);50 53 37;14 50 07;234.0;50.89361111111111;14.835277777777778
250140030;Bogatynia;Miedzianka (17416);50 53 59;14 58 50;290.0;50.89972222222222;14.980555555555556
250150030;Pobiedna;Łużyca (166324);50 57 07;15 18 31;409.0;50.95194444444445;15.308611111111112
250150050;Pilchowice;Bóbr (16);50 57 46;15 38 24;251.0;50.96277777777778;15.639999999999999
250150060;Rębiszów;Skitnica (166246);50 57 06;15 26 56;420.0;50.95166666666667;15.44888888888889
250150080;Stara Kamienica;Kamienica (1632);50 55 01;15 34 27;374.0;50.91694444444444;15.574166666666667
250150090;Świeradów-Zdrój;Kwisa (166);50 53 54;15 21 31;510.0;50.89833333333333;15.358611111111111
250150110;Kaczorów;Kaczawa (138);50 54 32;15 56 09;491.0;50.90888888888889;15.935833333333333
250150130;Ciechanowice;Bóbr (16);50 52 02;15 58 38;405.0;50.867222222222225;15.977222222222222
250150150;Szklarska Poręba;Kamieńczyk (1622);50 50 04;15 31 45;648.0;50.83444444444444;15.529166666666667
250150170;Jakuszyce;Kamienna (162);50 49 23;15 26 31;855.0;50.823055555555555;15.441944444444445
250150180;Jagniątków;Wrzosówka (1628);50 49 12;15 36 43;549.0;50.82;15.611944444444443
250150190;Kowary;Jedlica (16188);50 48 13;15 49 27;430.0;50.80361111111111;15.824166666666667
250150210;Przesieka;Podgórna (16288);50 47 56;15 40 02;646.0;50.79888888888889;15.667222222222222
250150220;Karpacz;Skałka (161844);50 46 44;15 46 10;567.0;50.778888888888886;15.769444444444446
250150240;Paczyn;Bachorzyna (161154);50 44 23;15 54 41;643.0;50.73972222222222;15.911388888888888
250150250;Paprotki;Bachorzyna (161154);50 43 36;15 56 53;543.0;50.72666666666667;15.948055555555555
250150260;Bukówka;Bóbr (16);50 42 46;15 57 26;511.0;50.71277777777778;15.95722222222222
250150340;Borowice;Kacza (162886);50 47 21;15 41 24;660.0;50.78916666666667;15.69
250150350;Podgórzyn;Podgórna (16288);50 49 32;15 41 15;385.0;50.82555555555556;15.6875
250150510;Mirsk;Czarny Potok (16632);50 59 13;15 23 00;338.0;50.98694444444445;15.383333333333333
250150530;Świeradów-Zdrój II;Kwisa (166);50 54 21;15 19 32;595.0;50.905833333333334;15.325555555555555
250150540;Czernica;Biały Potok (16344);50 58 28;15 43 03;299.0;50.974444444444444;15.7175
250150550;Szrenica;Bóbr (16);50 47 27;15 30 44;1327.0;50.79083333333333;15.512222222222222
250150560;Mała Kopa;Łomniczka (16184);50 44 37;15 43 34;1341.0;50.743611111111115;15.726111111111111
250150580;Jarkowice;Bóbr (16);50 44 11;15 52 25;650.0;50.73638888888889;15.873611111111112
250150590;Niedamirów;Bóbr (16);50 41 28;15 52 14;685.0;50.691111111111105;15.870555555555557
250160010;Strzegom;Strzegomka (1348);50 57 50;16 22 35;211.0;50.96388888888889;16.37638888888889
250160030;Bolków;Nysa Szalona (1384);50 55 30;16 05 55;310.0;50.925;16.09861111111111
250160060;Sobótka;Czarna Woda (1346);50 54 08;16 45 34;156.0;50.90222222222222;16.759444444444444
250160070;Borów;Ślęza (1336);50 52 56;16 59 24;145.0;50.882222222222225;16.990000000000002
250160090;Pszenno;Piława (1344);50 51 41;16 31 43;223.0;50.86138888888889;16.52861111111111
250160120;Lubomin;Dopływ z Lubomina (134822);50 48 13;16 11 45;464.0;50.80361111111111;16.195833333333333
250160130;Szczawno-Zdrój;Szczawnik (134864);50 48 24;16 14 28;431.0;50.806666666666665;16.241111111111113
250160150;Kamienna Góra;Bóbr (16);50 47 34;16 02 10;464.0;50.79277777777778;16.03611111111111
250160170;Lubachów;Bystrzyca (134);50 45 50;16 25 43;305.0;50.763888888888886;16.428611111111113
250160190;Boguszów-Gorce;Lesk (1616);50 44 58;16 11 24;518.0;50.74944444444444;16.19
250160220;Jedlina-Zdrój;Jedlina (13416);50 43 07;16 20 57;436.0;50.718611111111116;16.349166666666665
250160260;Dzierżoniów;Piława (1344);50 44 36;16 37 27;252.0;50.74333333333333;16.624166666666667
250160270;Walim;Walimka (13418);50 42 10;16 26 21;489.0;50.70277777777778;16.439166666666665
250160290;Chełmsko Śląskie;Zadrna (1614);50 40 15;16 04 12;498.0;50.670833333333334;16.07
250160310;Mieroszów;Ścinawka (122);50 39 45;16 10 33;493.0;50.6625;16.175833333333333
250160320;Ostroszowice;Jadkowa (12322);50 38 39;16 38 09;373.0;50.64416666666666;16.635833333333334
250160350;Srebrna Góra;Budzówka (1232);50 34 38;16 39 53;405.0;50.577222222222225;16.66472222222222
250160360;Tarnów;Budzówka (1232);50 34 31;16 47 34;296.0;50.57527777777778;16.79277777777778
250160410;Bardo;Nysa Kłodzka (12);50 30 33;16 44 39;321.0;50.509166666666665;16.74416666666667
250160450;Kudowa-Zdrój;Klikawa (946);50 26 17;16 13 19;364.0;50.43805555555555;16.221944444444443
250160480;Słoszów;Wapienny (12182);50 24 36;16 22 46;556.0;50.41;16.379444444444445
250160490;Polanica-Zdrój;Bystrzyca Dusznicka (1218);50 25 31;16 31 06;389.0;50.42527777777777;16.51833333333333
250160510;Ołdrzychowice Kłodzkie;Biała Lądecka (1216);50 21 24;16 44 05;349.0;50.35666666666667;16.734722222222224
250160520;Lądek-Zdrój;Biała Lądecka (1216);50 20 43;16 53 06;461.0;50.34527777777778;16.884999999999998
250160530;Zieleniec;Bystrzyca Dusznicka (1218);50 19 48;16 23 39;840.0;50.330000000000005;16.394166666666667
250160560;Stronie Śląskie;Biała Lądecka (1216);50 18 09;16 51 58;502.0;50.302499999999995;16.866111111111113
250160580;Spalona;Bystrzyca (1214);50 16 36;16 32 18;815.0;50.276666666666664;16.538333333333334
250160590;Długopole-Zdrój;Nysa Kłodzka (12);50 14 59;16 38 00;364.0;50.249722222222225;16.633333333333333
250160610;Bolesławów;Morawka (12162);50 15 17;16 53 27;602.0;50.25472222222222;16.890833333333333
250160620;Kamienica;Kamienica (121624);50 13 38;16 53 03;682.0;50.227222222222224;16.884166666666665
250160630;Międzygórze;Wilczka (1212);50 13 07;16 46 25;795.0;50.218611111111116;16.77361111111111
250160650;Międzylesie;Nysa Kłodzka (12);50 09 12;16 40 15;453.0;50.15333333333333;16.670833333333334
250160840;Szalejów Górny;Bystrzyca Dusznicka (1218);50 25 50;16 33 09;335.0;50.43055555555555;16.552500000000002
250160910;SREBRNA GÓRA II;Budzówka (1232);50 34 51;16 40 06;380.0;50.58083333333334;16.668333333333333
250160920;Piława Górna;Piława (1344);50 41 22;16 43 57;296.0;50.68944444444444;16.732499999999998
250160930;Karłów;Czerwona Woda (121848);50 28 27;16 20 13;753.0;50.47416666666667;16.336944444444445
250160940;Nowa Wieś;Nowinka (121146);50 11 52;16 44 42;555.0;50.19777777777777;16.745
250160950;Kwietniki;Nysa Mała (13846);50 58 01;16 08 34;256.0;50.966944444444444;16.142777777777777
