LP.;ID;Nazwa;Rzeka;Szerokość geograficzna;Długość geograficzna;Wysokość n.p.m.;Powiat
1;149180010;Krzyżanowice;Odra (1);49 59 37;18 17 14;;raciborski
2;149180020;Chałupki;Odra (1);49 55 19;18 19 40;;Kraj morawsko-śląski
3;149180030;Łaziska;Olza (114);49 55 28;18 26 35;;wodzisławski
4;149180040;Gołkowice;Szotkówka (1148);49 55 33;18 29 47;;wodzisławski
5;149180050;Zebrzydowice;Piotrówka (1146);49 52 48;18 36 48;;cieszyński
6;149180060;Cieszyn;Olza (114);49 44 45;18 37 47;;cieszyński
7;149180070;Cieszyn;Młynówka (11448);49 44 46;18 37 53;;cieszyński
8;149180080;DROGOMYŚL;Wisła (2);49 53 09;18 44 58;;cieszyński
9;149180090;MIZERÓW-BORKI;Pszczynka (2116);49 59 56;18 46 07;;pszczyński
10;149180100;SKOCZÓW;Wisła (2);49 48 12;18 47 30;;cieszyński
11;149180110;Ustroń-Obłaziec;Wisła (2);49 40 50;18 51 01;;cieszyński
12;149180120;Górki Wielkie;Brennica (21114);49 46 21;18 51 09;;cieszyński
13;149180130;Istebna;Olza (114);49 34 19;18 53 34;;cieszyński
14;149180140;Wisła;Wisła (2);49 37 55;18 54 03;;cieszyński
15;149180160;Wisła-Czarne;Wisła (2);49 37 08;18 55 07;;cieszyński
16;149180180;Wisła-Czarne (Biała Wisełka);Biała Wisełka (2111152);49 37 05;18 56 08;;cieszyński
17;149180200;Wisła-Czarne (Czarna Wisełka);Wisła (2);49 36 27;18 55 34;;cieszyński
18;149180210;Zabrzeg;Wisła (2);49 55 31;18 56 07;;bielski
19;149180220;Pszczyna;Pszczynka (2116);49 58 45;18 56 45;;pszczyński
20;149180230;Podkępie;Wapienica (21128);49 53 44;18 58 39;;bielski
21;149180240;Goczałkowice;Wisła (2);49 55 54;18 59 09;;bielski
22;149180250;CZECHOWICE-DZIEDZICE;Iłownica (2112);49 54 49;18 59 11;;bielski
23;149180300;Olza;Odra (1);49 57 17;18 19 35;;wodzisławski
24;149190010;CZECHOWICE-BESTWINA;Biała (2114);49 53 29;19 01 49;;bielski
25;149190020;KAMESZNICA;Bystra (213232);49 34 05;19 04 11;;żywiecki
26;149190030;MIKUSZOWICE;Biała (2114);49 46 46;19 04 27;;bielski
27;149190040;UJSOŁY;Woda Ujsolska (21322);49 29 33;19 07 02;;żywiecki
28;149190050;RAJCZA;Soła (2132);49 30 50;19 06 59;;żywiecki
29;149190060;JAWISZOWICE;Wisła (2);49 58 21;19 07 19;;oświęcimski
30;149190070;ŁODYGOWICE;Żylica (213274);49 43 38;19 08 10;;żywiecki
31;149190080;CIĘCINA;Soła (2132);49 37 29;19 08 56;;żywiecki
32;149190090;ŻABNICA;Żabniczanka (213234);49 33 53;19 10 49;;żywiecki
33;149190100;ŻYWIEC;Soła (2132);49 41 11;19 11 36;;żywiecki
34;149190120;CZANIEC-KOBIERNICE;Soła (2132);49 50 54;19 13 40;;bielski
35;149190140;ŁĘKAWICA;Łękawka (213278);49 42 42;19 15 44;;żywiecki
36;149190150;PEWEL MAŁA;Koszarawa (21324);49 39 31;19 18 20;;żywiecki
37;149190160;RUDZE;Wieprzówka (21348);49 57 42;19 26 33;;oświęcimski
38;149190170;ZATOR;Skawa (2134);49 59 57;19 26 44;;oświęcimski
39;149190180;WADOWICE;Skawa (2134);49 52 38;19 30 40;;wadowicki
40;149190200;SUCHA BESKIDZKA;Stryszawka (21346);49 44 36;19 36 04;;suski
41;149190210;SUCHA BESKIDZKA;Skawa (2134);49 44 22;19 36 31;;suski
42;149190220;SKAWICA DOLNA;Skawica (21344);49 41 10;19 39 49;;suski
43;149190230;CZERNICHÓW-PROM;Wisła (2);49 58 53;19 39 47;;krakowski
44;149190250;JABŁONKA;Piekielnik (82224);49 28 20;19 41 43;;nowotarski
45;149190260;OSIELEC;Skawa (2134);49 41 00;19 44 21;;suski
46;149190270;RADZISZÓW;Skawinka (21356);49 56 24;19 48 32;;krakowski
47;149190280;KONIÓWKA;Dunajec (214);49 23 44;19 49 05;;nowotarski
48;149190290;JORDANÓW;Skawa (2134);49 38 11;19 49 48;;suski
49;149190300;KOŚCIELISKO-KIRY;Kirowa Woda (214112);49 16 33;19 52 05;;tatrzański
50;149190310;STRÓŻA;Raba (2138);49 47 49;19 55 29;;myślenicki
51;149190320;ZAKOPANE-DOL.STRĄŻYSKA;Młyniska (214122);49 16 34;19 56 08;;tatrzański
52;149190340;RABKA 2;Raba (2138);49 36 49;19 56 56;;nowotarski
53;149190350;KRZCZONÓW;Krzczonówka (213836);49 44 12;19 57 14;;myślenicki
54;149190360;LUDŹMIERZ ;Lepietnica (2141156);49 28 07;19 58 32;;nowotarski
55;149190370;LUBIEŃ;Lubieńka (213834);49 43 11;19 58 42;;myślenicki
56;149190380;ZAKOPANE-HARENDA;Biały Dunajec (21412);49 18 58;19 58 39;;tatrzański
57;149190390;LUDŹMIERZ;Wielki Rogoźnik (214116);49 27 34;19 59 12;;nowotarski
58;149190480;Zembrzyce;Paleczka (2134732);49 46 20;19 37 00;;suski
59;149190490;Bystra 2;Bystrzanka (21342);49 39 06;19 47 01;;suski
60;149190500;Rzyki;Wieprzówka (21348);49 49 25;19 22 36;;wadowicki
61;149190510;Brody;Cedron (213568);49 51 59;19 41 41;;wadowicki
62;149200010;PORONIN;Poroniec (214128);49 20 14;20 00 11;;tatrzański
63;149200020;SZAFLARY;Biały Dunajec (21412);49 25 27;20 01 29;;nowotarski
64;149200030;NOWY TARG;Dunajec (214);49 29 04;20 01 52;;nowotarski
65;149200040;KASINKA MAŁA;Raba (2138);49 42 17;20 01 57;;limanowski
66;149200050;NOWY TARG-KOWANIEC;Dunajec (214);49 29 13;20 03 13;;nowotarski
67;149200060;MSZANA DOLNA;Raba (2138);49 39 29;20 03 33;;limanowski
68;149200080;MSZANA DOLNA;Mszanka (21382);49 40 29;20 04 46;;limanowski
69;149200090;DOBCZYCE;Raba (2138);49 53 01;20 05 10;;myślenicki
70;149200100;ŁYSA POLANA;Białka (214154);49 15 49;20 06 54;;tatrzański
71;149200110;TRYBSZ 2;Białka (214154);49 25 04;20 07 03;;nowotarski
72;149200120;NIEDZICA;Niedziczanka (214172);49 24 41;20 18 08;;nowotarski
73;149200130;STRADOMKA;Stradomka (21388);49 55 14;20 18 30;;bocheński
74;149200140;SROMOWCE WYŻNE;Dunajec (214);49 24 02;20 21 14;;nowotarski
75;149200150;TYLMANOWA;Ochotnica (2141976);49 31 02;20 23 13;;nowotarski
76;149200160;KROŚCIENKO;Dunajec (214);49 26 30;20 25 46;;nowotarski
77;149200170;PROSZÓWKI;Raba (2138);49 59 47;20 26 18;;bocheński
78;149200180;SZCZAWNICA;Grajcarek (214196);49 25 13;20 29 36;;nowotarski
79;149200190;GOŁKOWICE;Dunajec (214);49 32 59;20 34 12;;nowosądecki
80;149200200;JAKUBKOWICE;Łososina (214734);49 44 22;20 37 48;;nowosądecki
81;149200220;STARY SĄCZ;Poprad (2142);49 34 07;20 39 35;;Nowy Sącz
82;149200230;CZCHÓW;Dunajec (214);49 48 59;20 40 55;;brzeski
83;149200240;NOWY SĄCZ;Dunajec (214);49 37 38;20 41 14;;Nowy Sącz
84;149200250;NOWY SĄCZ;Kamienica (21432);49 37 31;20 41 45;;Nowy Sącz
85;149200260;NOWY SĄCZ;Łubinka (21434);49 38 07;20 42 17;;Nowy Sącz
86;149200270;ŁABOWA;Kamienica (21432);49 31 35;20 51 32;;nowosądecki
87;149200280;ZGŁOBICE;Dunajec (214);49 58 30;20 52 47;;tarnowski
88;149200290;MUSZYNA-MILIK;Poprad (2142);49 21 00;20 53 07;;nowosądecki
89;149200300;MUSZYNA;Poprad (2142);49 20 22;20 53 31;;nowosądecki
90;149200310;GRYBÓW;Biała (2148);49 37 26;20 56 45;;nowosądecki
91;149200320;KOSZYCE WIELKIE;Biała (2148);49 59 50;20 56 58;;Tarnów
92;149200330;CIĘŻKOWICE;Biała (2148);49 47 32;20 58 25;;tarnowski
93;149200520;Pierzchów;Królewski Potok (213892);49 56 03;20 16 48;;wielicki
94;149200530;Skrzynka;Krzyworzeka (213874);49 52 29;20 07 58;380.0;myślenicki
95;149200540;Gdów 2;Raba (2138);49 54 05;20 12 42;;wielicki
96;149209990;Piekiełko;Łososina (214734);49 44 58;20 20 45;;limanowski
97;149210010;ROPA;Ropa (2182);49 35 09;21 02 47;;gorlicki
98;149210020;GORLICE;Sękówka (21826);49 39 17;21 10 13;;gorlicki
99;149210030;KLĘCZANY;Ropa (2182);49 42 05;21 13 00;;gorlicki
100;149210040;ŁABUZIE;Wisłoka (218);49 59 16;21 18 35;;dębicki
101;149210050;KRAJOWICE;Wisłoka (218);49 46 20;21 24 45;;jasielski
102;149210060;TOPOLINY;Ropa (2182);49 43 29;21 26 36;;jasielski
103;149210070;ŻÓŁKÓW;Wisłoka (218);49 43 48;21 27 33;;jasielski
104;149210080;JASŁO;Jasiołka (2184);49 45 01;21 28 23;;jasielski
105;149210090;KREMPNA-KOTAŃ;Wisłoka (218);49 30 59;21 29 03;;jasielski
106;149210100;ZBOISKA;Jasiołka (2184);49 34 28;21 41 54;;krośnieński
107;149210110;KROSNO;Wisłok (226);49 41 38;21 46 29;;Krosno
108;149210120;GODOWA;Stobnica (2264);49 50 55;21 48 42;;strzyżowski
109;149210130;ŻARNOWA;Wisłok (226);49 52 40;21 49 03;;strzyżowski
110;149210140;ISKRZYNIA;Morwawa (2262);49 40 38;21 51 52;;krośnieński
111;149210150;PUŁAWY;Wisłok (226);49 29 24;21 54 24;;krośnieński
112;149210160;SIENIAWA;Wisłok (226);49 34 04;21 55 48;;krośnieński
113;149210180;Kunkowa;Przysłopianka (218232);49 32 57;21 07 31;;gorlicki
114;149210190;Uście Gorlickie;Ropa (2182);49 31 11;21 08 27;;gorlicki
115;149210200;Uście Gorlickie;Zdynia (218218);49 31 03;21 08 37;;gorlicki
116;149210210;Pastwiska;Wisłok (226);49 31 20;21 55 42;;sanocki
117;149210450;Darów;Wisłok (226);49 26 37;21 54 38;;krośnieński
118;149210460;Odrzechowa;Odrzechowski (226156);49 32 45;21 57 05;;sanocki
119;149210470;Miejsce Piastowe;Lubatówka (22632);49 37 52;21 46 50;;krośnieński
120;149210480;Wisłok Wielki;Wisłok (226);49 24 02;21 58 46;;sanocki
121;149220010;NOWOSIELCE;Pielnica (22618);49 34 01;22 04 15;;sanocki
122;149220020;SZCZAWNE;Osława (222);49 24 13;22 09 01;;sanocki
123;149220030;OLCHOWCE;San (22);49 33 22;22 13 07;;sanocki
124;149220040;DYNÓW;San (22);49 48 03;22 14 39;;rzeszowski
125;149220050;ZAGÓRZ;Osława (222);49 30 48;22 16 08;;sanocki
126;149220060;LESKO;San (22);49 28 09;22 19 20;;leski
127;149220070;HOCZEW;Hoczewka (2218);49 25 26;22 19 42;;leski
128;149220080;CISNA;Solinka (22134);49 12 47;22 20 00;;leski
129;149220100;TERKA;Solinka (22134);49 17 59;22 25 45;;leski
130;149220110;KALNICA;Wetlina (221346);49 11 20;22 25 45;;leski
131;149220130;ZATWARNICA;San (22);49 14 06;22 33 47;;bieszczadzki
132;149220140;POLANA;Czarna (22132);49 18 09;22 34 27;;bieszczadzki
133;149220150;DWERNIK;San (22);49 13 07;22 37 58;;bieszczadzki
134;149220160;RYBOTYCZE;Wiar (224);49 39 16;22 38 18;;przemyski
135;149220170;KROŚCIENKO;Strwiąż (76);49 28 23;22 39 46;;bieszczadzki
136;149220180;STUPOSIANY;Wołosaty (22114);49 11 09;22 41 01;;bieszczadzki
137;149220190;PRZEMYŚL;San (22);49 47 05;22 46 02;;Przemyśl
138;149220200;KRÓWNIKI;Wiar (224);49 46 01;22 49 23;;przemyski
139;149220210;NIENOWICE;Wisznia (2252);49 56 16;22 55 01;;jarosławski
140;149229998;Kańczuga;Mleczka (2268);49 58 48;22 25 14;;przeworski
141;149229999;Manasterz;Mleczka (2268);49 55 39;22 20 16;;przeworski
142;149230020;BUDZYŃ;Szkło (2254);49 59 05;23 07 20;;jarosławski
143;150140010;Porajów;Nysa Łużycka (174);50 53 14;14 49 17;;Zgorzelec
144;150140020;Sieniawka;Nysa Łużycka (174);50 53 47;14 50 13;;zgorzelecki
145;150140030;Turoszów;Miedzianka (17416);50 56 20;14 55 04;;zgorzelecki
146;150140100;BOGATYNIA;Miedzianka (17416);50 53 32;14 59 42;;zgorzelecki
147;150140140;Kopaczów;Lubota (174134);50 52 20;14 49 43;;zgorzelecki
148;150150010;Mirsk;Kwisa (166);50 59 22;15 23 02;;lwówecki
149;150150020;Mirsk;Czarny Potok (16632);50 59 12;15 23 02;;lwówecki
150;150150030;Jakuszyce;Kamienna (162);50 49 21;15 26 24;;karkonoski
151;150150040;Barcinek;Kamienica (163332);50 56 38;15 36 14;;karkonoski
152;150150050;Piechowice;Kamienna (162);50 51 00;15 35 18;;karkonoski
153;150150060;Pilchowice;Bóbr (16);50 57 50;15 38 26;;lwówecki
154;150150070;Jelenia Góra;Kamienna (162);50 53 55;15 43 20;;Jelenia Góra
155;150150080;Jelenia Góra;Bóbr (16);50 54 39;15 43 17;;Jelenia Góra
156;150150090;Łomnica;Łomnica (1618);50 52 35;15 48 11;;karkonoski
157;150150100;Wojanów;Bóbr (16);50 52 14;15 49 37;;karkonoski
158;150150110;Kowary;Jedlica (16188);50 47 41;15 50 03;;karkonoski
159;150150120;Bukówka;Bóbr (16);50 42 46;15 57 27;;kamiennogórski
160;150150130;Błażkowa;Bóbr (16);50 44 22;15 59 11;;kamiennogórski
161;150150190;Podgórzyn;Podgórna (16288);50 49 13;15 41 01;;karkonoski
162;150150200;Sosnówka;Sośniak (16288832);50 49 20;15 43 09;;karkonoski
163;150150230;Opawa;Bóbr (16);50 42 05;15 55 32;;kamiennogórski
164;150159997;Miszkowice;Złotna (161152);50 42 52;15 55 44;;kamiennogórski
165;150160010;Kamienna Góra;Bóbr (16);50 47 11;16 02 10;;kamiennogórski
166;150160020;Świebodzice;Pełcznica (13486);50 51 37;16 18 49;;świdnicki
167;150160030;Chwaliszów;Strzegomka (1348);50 52 40;16 13 59;;wałbrzyski
168;150160040;Kudowa-Zdrój-Zakrze;Klikawa (946);50 25 51;16 14 38;;kłodzki
169;150160060;Jugowice;Bystrzyca (134);50 43 59;16 24 12;;wałbrzyski
170;150160070;Lubachów;Bystrzyca (134);50 45 57;16 25 52;;świdnicki
171;150160080;Tłumaczów;Ścinawka (122);50 33 07;16 26 10;;kłodzki
172;150160090;Łażany;Strzegomka (1348);50 57 11;16 29 33;;świdnicki
173;150160100;Gorzuchów;Ścinawka (122);50 29 07;16 34 16;;kłodzki
174;150160110;Szalejów Dolny;Bystrzyca Dusznicka (1218);50 25 11;16 36 17;;kłodzki
175;150160120;Krasków;Bystrzyca (134);50 54 56;16 35 02;;świdnicki
176;150160130;Mościsko;Piława (1344);50 46 55;16 35 03;;dzierżoniowski
177;150160140;Dzierżoniów;Piława (1344);50 43 33;16 38 46;;dzierżoniowski
178;150160150;Bystrzyca Kłodzka;Bystrzyca (1214);50 17 47;16 38 55;;kłodzki
179;150160160;Mietków;Bystrzyca (134);50 58 06;16 39 02;;wrocławski
180;150160170;Bystrzyca Kłodzka;Nysa Kłodzka (12);50 17 37;16 38 54;;kłodzki
181;150160180;Kłodzko;Nysa Kłodzka (12);50 26 33;16 39 31;;kłodzki
182;150160190;Międzylesie;Nysa Kłodzka (12);50 09 20;16 39 51;;kłodzki
183;150160200;Żelazno;Biała Lądecka (1216);50 22 23;16 40 26;;kłodzki
184;150160210;Wilkanów;Wilczka (1212);50 15 55;16 39 44;;kłodzki
185;150160220;Bardo;Nysa Kłodzka (12);50 30 16;16 44 23;;ząbkowicki
186;150160230;Lądek-Zdrój;Biała Lądecka (1216);50 20 48;16 52 13;;kłodzki
187;150160250;Białobrzezie;Ślęza (1336);50 48 08;16 53 32;;strzeliński
188;150160270;Kamieniec Ząbkowicki;Budzówka (1232);50 31 56;16 51 54;;ząbkowicki
189;150160280;Borów;Ślęza (1336);50 53 20;16 59 26;;strzeliński
190;150160290;Gniechowice;Czarna Woda (1346);50 59 15;16 49 45;;wrocławski
191;150160330;Szczytna;Kamienny Potok (12184);50 24 56;16 26 35;;kłodzki
192;150160340;Sarny;Włodzica (1224);50 32 52;16 27 57;;kłodzki
193;150160350;Szalejów Górny;Bystrzyca Dusznicka (1218);50 25 06;16 32 14;;kłodzki
194;150160360;Starków;Duna Dolna (121584);50 22 39;16 34 48;;kłodzki
195;150160370;Topolice;Duna Górna (12158);50 22 01;16 36 33;;kłodzki
196;150160380;Krosnowice;Duna Górna (12158);50 23 01;16 37 43;;kłodzki
197;150160390;Roztoki Bystrzyckie;Goworówka (12114);50 11 27;16 40 20;;kłodzki
198;150160400;Boboszów;Nysa Kłodzka (12);50 06 53;16 41 30;;kłodzki
199;150160410;Gajnik;Cieszyca (121144);50 11 37;16 42 14;;kłodzki
200;150160420;Goworów;Goworówka (12114);50 10 44;16 42 43;;kłodzki
201;150160430;Domanice;Bystrzyca (134);50 56 55;16 35 11;;wrocławski
202;150169999;Sędzisław;Bóbr (16);50 49 10;16 02 43;;kamiennogórski
203;150170010;Zborowice;Oława (1334);50 48 20;17 10 14;;strzeliński
204;150170030;Oława;Oława (1334);50 56 52;17 17 34;;oławski
205;150170040;Oława;Odra (1);50 56 47;17 18 23;;oławski
206;150170050;Biała Nyska;Biała Głuchołaska (12598);50 26 01;17 17 51;;nyski
207;150170060;Nysa;Nysa Kłodzka (12);50 28 52;17 20 30;;nyski
208;150170070;Głuchołazy;Biała Głuchołaska (12598);50 18 58;17 22 46;;nyski
209;150170080;Jarnołtówek;Złoty Potok (117644);50 17 09;17 25 41;;nyski
210;150170090;Brzeg;Odra (1);50 51 56;17 28 10;;brzeski
211;150170100;Kopice;Nysa Kłodzka (12);50 38 44;17 28 42;;brzeski
212;150170110;Prudnik;Prudnik (11764);50 19 10;17 35 19;;prudnicki
213;150170120;Niemodlin;Ścinawa Niemodlińska (128);50 38 44;17 37 28;;opolski
214;150170130;Ujście Nysy Kłodzkiej;Odra (1);50 49 06;17 39 40;;opolski
215;150170140;Skorogoszcz;Nysa Kłodzka (12);50 45 43;17 40 30;;brzeski
216;150170150;Karłowice;Stobrawa (132);50 52 43;17 43 18;;opolski
217;150170160;Branice;Opawa (112);50 03 04;17 46 10;;Kraj morawsko-śląski
218;150170170;Branice;Boczne koryto Opawy (112374);50 03 05;17 46 19;;głubczycki
219;150170180;Racławice Śląskie;Osobłoga (1176);50 18 55;17 47 20;;prudnicki
220;150170200;Domaradz;Bogacica (1324);50 57 15;17 51 52;;namysłowski
221;150170210;Krzywa Góra;Budkowiczanka (1328);50 51 39;17 52 43;;namysłowski
222;150170220;Dobra;Biała (11768);50 26 53;17 53 49;;krapkowicki
223;150170240;Krapkowice;Odra (1);50 28 38;17 58 05;;krapkowicki
224;150170290;Opole-Groszowice;Odra (1);50 38 03;17 56 18;;Opole
225;150170320;MALERZOWICE WIELKIE;Nysa Kłodzka (12);50 35 04;17 28 28;;nyski
226;150170330;Paczków;Nysa Kłodzka (12);50 28 08;17 00 58;;nyski
227;150170340;Dziewiętlice;Świdna (1259928);50 24 57;17 05 07;;nyski
228;150170350;Kałków;Widna (12594);50 24 02;17 11 48;;nyski
229;150170360;Steblów;Osobłoga (1176);50 27 06;17 56 26;;krapkowicki
230;150180010;Kamionka;Stradunia (1174);50 23 28;18 02 33;;kędzierzyńsko-kozielski
231;150180020;Turawa;Mała Panew (118);50 44 23;18 04 36;;opolski
232;150180030;Koźle;Odra (1);50 21 07;18 08 48;;kędzierzyńsko-kozielski
233;150180040;Bojanów;Psina (1152);50 01 50;18 09 15;;raciborski
234;150180050;Ozimek;Mała Panew (118);50 40 45;18 12 14;;opolski
235;150180060;Racibórz-Miedonia;Odra (1);50 07 19;18 13 47;;raciborski
236;150180070;Lenartowice;Kłodnica (116);50 21 27;18 14 08;;kędzierzyńsko-kozielski
237;150180080;Grabówka;Bierawka (1158);50 17 04;18 16 33;;kędzierzyńsko-kozielski
238;150180090;Nędza;Sumina (11568);50 09 28;18 18 38;;raciborski
239;150180100;Staniszcze Wielkie;Mała Panew (118);50 39 48;18 20 33;;strzelecki
240;150180110;Ruda Kozielska;Ruda (1156);50 12 17;18 24 06;;raciborski
241;150180130;Rybnik-Stodoły;Ruda (1156);50 09 15;18 28 59;;Rybnik
242;150180140;Rybnik;Nacyna (115654);50 06 09;18 31 59;;Rybnik
243;150180150;Pyskowice-Dzierżno;Kłodnica (116);50 22 47;18 32 36;;gliwicki
244;150180160;Pyskowice-Dzierżno;Drama (1166);50 22 57;18 32 35;;gliwicki
245;150180170;Pyskowice;Drama (1166);50 23 11;18 35 20;;gliwicki
246;150180190;Krupski Młyn;Mała Panew (118);50 34 16;18 37 28;;tarnogórski
247;150180210;Niwki;Liswarta (1816);50 49 15;18 39 45;;lubliniecki
248;150180220;Gliwice;Kłodnica (116);50 17 53;18 40 06;;Górnośląsko-Zagłębiowska Metropolia
249;150180230;Wesoła;Stoła (11816);50 33 42;18 41 24;;tarnogórski
250;150180250;Kłodnica;Kłodnica (116);50 14 12;18 51 51;;Górnośląsko-Zagłębiowska Metropolia
251;150180270;Kozłowa Góra;Brynica (2126);50 24 44;18 58 19;;będziński
252;150180280;Rybnik-Gotartowice;Ruda (1156);50 05 08;18 37 43;;Rybnik
253;150180300;Tychy;Gostynia (2118);50 05 12;18 58 40;;Górnośląsko-Zagłębiowska Metropolia
254;150180310;Bobrowniki;Brynica (2126);50 22 28;18 57 47;;będziński
255;150180320;Rudziniec;Kłodnica (116);50 22 43;18 24 21;;gliwicki
256;150180330;Rybnik-Paruszowiec;Ruda (1156);50 06 36;18 33 26;;Rybnik
257;150180340;Kluczbork;Stobrawa (132);50 58 09;18 14 24;;kluczborski
258;150190010;Brynica;Brynica (2126);50 28 21;19 00 02;;tarnogórski
259;150190050;Bieruń Stary;Mleczna (21188);50 05 34;19 05 19;;bieruńsko-lędziński
260;150190060;Bojszowy;Gostynia (2118);50 03 40;19 06 30;;bieruńsko-lędziński
261;150190070;Szabelnia;Brynica (2126);50 15 34;19 08 12;;Górnośląsko-Zagłębiowska Metropolia
262;150190080;Radocha;Przemsza (212);50 15 39;19 08 25;;Górnośląsko-Zagłębiowska Metropolia
263;150190100;Niwka;Biała Przemsza (2128);50 14 09;19 09 39;;Górnośląsko-Zagłębiowska Metropolia
264;150190120;PRZECZYCE;Przemsza (212);50 25 38;19 10 40;;będziński
265;150190130;ŁAGISZA;Przemsza (212);50 21 01;19 11 08;;będziński
266;150190140;BIERUŃ NOWY;Wisła (2);50 03 53;19 11 37;;oświęcimski
267;150190150;Poraj;Warta (18);50 40 24;19 12 14;;myszkowski
268;150190160;OŚWIĘCIM;Soła (2132);50 02 24;19 13 07;;oświęcimski
269;150190170;PUSTYNIA;Wisła (2);50 03 48;19 14 11;;oświęcimski
270;150190180;JELEŃ;Przemsza (212);50 09 40;19 14 23;;Górnośląsko-Zagłębiowska Metropolia
271;150190190;PIWOŃ;Przemsza (212);50 28 59;19 15 12;;będziński
272;150190200;Lgota Nadwarcie;Warta (18);50 37 06;19 15 34;;myszkowski
273;150190210;Kuźnica Sulikowska;Mitręga (21234);50 27 11;19 16 22;;będziński
274;150190220;MSTÓW;Warta (18);50 49 52;19 17 20;;częstochowski
275;150190240;Kręciwilk;Warta (18);50 32 43;19 22 13;;myszkowski
276;150190250;Sławków;Biała Przemsza (2128);50 17 59;19 23 56;;będziński
277;150190260;SMOLICE;Wisła (2);50 01 52;19 27 37;;oświęcimski
278;150190270;Golczowice;Biała Przemsza (2128);50 21 41;19 36 09;;olkuski
279;150190280;Wąsosz;Pilica (254);50 45 04;19 40 58;;częstochowski
280;150190310;BALICE;Rudawa (2136);50 05 35;19 48 24;;krakowski
281;150190330;OJCÓW;Prądnik (21374);50 11 41;19 49 57;;krakowski
282;150190340;KRAKÓW-BIELANY;Wisła (2);50 02 25;19 50 36;;Kraków
283;150190350;Januszewice;Czarna (2542);50 56 30;19 57 39;;włoszczowski
284;150190360;Las;Wisła (2);50 02 08;19 22 56;;oświęcimski
285;150190390;Częstochowa 1;Stradomka (1812);50 47 45;19 07 30;;Częstochowa
286;150190400;Częstochowa 2;Kucelinka (18132);50 48 22;19 09 15;;Częstochowa
287;150190410;Częstochowa 3;Warta (18);50 48 50;19 07 58;;Częstochowa
288;150190430;Kamienica Polska;Kamieniczka (18118);50 41 14;19 09 15;;częstochowski
289;150190440;Słowik;Warta (18);50 44 54;19 11 02;;częstochowski
290;150190450;Nowa Kuźnica;Boży Stok (181152);50 37 14;19 12 58;;myszkowski
291;150190460;Masłońskie;Ordonka (181156);50 38 57;19 15 12;;myszkowski
292;150190470;Dąbek;Wiercica (18136);50 50 58;19 26 39;;częstochowski
293;150190480;Kraków-Łagiewniki;Wilga (21372);50 00 43;19 56 16;;Kraków
294;150200010;MNISZEK;Nida (216);50 43 39;20 17 06;;jędrzejowski
295;150200020;BOCHENIEC;Wierna Rzeka (2162);50 48 09;20 18 42;;jędrzejowski
296;150200030;BRZEGI;Nida (216);50 44 31;20 24 50;;jędrzejowski
297;150200040;TOKARNIA;Czarna Nida (2164);50 46 27;20 27 11;;kielecki
298;150200050;MICHAŁÓW;Mierzawa (2166);50 29 30;20 27 23;;pińczowski
299;150200060;SIEROSŁAWICE;Wisła (2);50 07 55;20 27 24;;bocheński
300;150200070;BISKUPICE;Szreniawa (21392);50 10 39;20 29 57;;proszowicki
301;150200080;PIŃCZÓW;Nida (216);50 30 51;20 31 13;;pińczowski
302;150200090;SŁOWIK;Bobrza (216482);50 49 58;20 32 10;;Kielce
303;150200100;POPĘDZYNKA;Wisła (2);50 08 29;20 32 58;;brzeski
304;150200120;MORAWICA;Czarna Nida (2164);50 45 01;20 37 00;;kielecki
305;150200140;BORZĘCIN;Uszwica (21396);50 03 54;20 42 20;;brzeski
306;150200150;KARSY;Wisła (2);50 16 30;20 46 29;;dąbrowski
307;150200160;DALESZYCE;Czarna Nida (2164);50 48 03;20 48 47;;kielecki
308;150200170;ŻABNO;Dunajec (214);50 07 55;20 51 43;;tarnowski
309;150200180;Orłów;Szreniawa (21392);50 17 03;20 02 10;;krakowski
310;150200190;Kamyszów;Nidzica (21398);50 18 15;20 28 27;;kazimierski
311;150200200;Wiślica 2;Nida (216);50 20 26;20 40 21;;buski
312;150200210;Leszczyny;Lubrzanka (21644);50 52 40;20 45 53;262.0;kielecki
313;150200220;Grabie;Wisła (2);50 02 43;20 08 36;193.0;wielicki
314;150210010;RAKÓW;Czarna (2178);50 40 34;21 01 43;;kielecki
315;150210020;SZCZUCIN;Wisła (2);50 19 37;21 04 38;;dąbrowski
316;150210030;MOCHA;Łagowica (217832);50 40 14;21 04 49;;kielecki
317;150210040;Rzepin;Świślina (2348);50 58 22;21 05 31;;starachowicki
318;150210050;WILKOWA;Wschodnia (21788);50 27 45;21 09 57;;staszowski
319;150210060;STASZÓW;Czarna (2178);50 33 23;21 10 23;;staszowski
320;150210070;WAMPIERZÓW;Breń (2174);50 17 58;21 13 51;;mielecki
321;150210080;Nietulisko Duże;Świślina (2348);50 58 44;21 14 31;;ostrowiecki
322;150210090;Kunów;Kamienna (234);50 57 43;21 16 44;;ostrowiecki
323;150210100;POŁANIEC;Czarna (2178);50 26 05;21 17 06;;staszowski
324;150210110;GŁOWACZOWA;Grabinka (21876);50 02 59;21 18 45;;dębicki
325;150210120;MIELEC 2;Wisłoka (218);50 16 45;21 25 49;;mielecki
326;150210130;PUSTKÓW;Wisłoka (218);50 08 36;21 27 54;;dębicki
327;150210140;BRZEŹNICA;Brzeźnica (2188);50 06 23;21 29 13;;dębicki
