ID;Nazwa;Rzeka;Szerokośćgeograficzna;Długośćgeograficzna;Wysokośćnpm;Powiat;lat_dec;lon_dec
152170010;Śrem;Warta (18);52 05 35;17 00 58;;śremski;52.09305555555556;17.016111111111112
152170030;Wierzenica;Główna (18592);52 27 33;17 04 17;;poznański;52.45916666666667;17.07138888888889
152170040;Pruśce;Wełna (186);52 46 23;17 05 54;;obornicki;52.77305555555555;17.098333333333333
152170060;Nowa Wieś Podgórna;Warta (18);52 08 30;17 35 24;;wrzesiński;52.141666666666666;17.59
152170080;Pyzdry;Warta (18);52 10 04;17 41 43;;wrzesiński;52.16777777777777;17.69527777777778
152170120;Samarzewo;Wrześnica (1838);52 13 24;17 44 35;;słupecki;52.223333333333336;17.743055555555557
152170130;Ląd;Warta (18);52 12 13;17 53 10;;słupecki;52.203611111111115;17.88611111111111
152170150;Trąbczyn;Czarna Struga (18356);52 08 17;17 58 34;;słupecki;52.13805555555555;17.97611111111111
152179994;Raszewy;Lutynia (1852);52 05 24;17 36 59;;jarociński;52.09;17.616388888888892
152180010;Gębice;Noteć Zachodnia (1882);52 36 02;18 02 00;;mogileński;52.60055555555556;18.033333333333335
152180020;Goryszewo;Panna (18826);52 37 37;18 02 07;;mogileński;52.62694444444445;18.03527777777778
152180030;Pakość;Noteć (188);52 48 00;18 05 35;;inowrocławski;52.8;18.093055555555555
152180050;Sławsk;Warta (18);52 11 54;18 08 00;;koniński;52.19833333333333;18.133333333333333
152180060;Posoka;Powa (18352);52 12 11;18 13 21;;koniński;52.20305555555556;18.222499999999997
152180090;Noć Kalina;Noteć (188);52 26 18;18 22 50;;koniński;52.43833333333333;18.380555555555556
152180100;Łysek;Noteć (188);52 24 24;18 30 13;;koniński;52.406666666666666;18.503611111111113
152180110;Kościelec;Kiełbaska Duża (18334);52 10 31;18 34 31;;kolski;52.17527777777777;18.575277777777778
152180120;Koło;Warta (18);52 11 43;18 38 04;;kolski;52.195277777777775;18.634444444444444
152180130;OTŁOCZYNEK;Tążyna (2796);52 53 51;18 41 25;;aleksandrowski;52.8975;18.690277777777776
152180140;Grzegorzew;Rgilewka (18332);52 12 00;18 44 34;;kolski;52.2;18.74277777777778
152180150;Dąbie;Ner (1832);52 05 05;18 49 26;;kolski;52.084722222222226;18.823888888888888
152180160;Konin-Morzysław;Kanał Ślesiński (1834);52 13 50;18 17 39;;konin;52.230555555555554;18.29416666666667
152180180;Zaborowo;Pichna (18812);52 25 10;18 24 42;;koniński;52.419444444444444;18.411666666666665
152190030;WŁOCŁAWEK;Wisła (2);52 39 48;19 04 10;;włocławek;52.663333333333334;19.069444444444443
152190050;Kwiatkówek;Bzura (272);52 03 45;19 13 03;;łęczycki;52.0625;19.217499999999998
152190100;Bielawy;Mroga (27234);52 04 25;19 39 00;;łowicki;52.07361111111111;19.65
152190110;Sierpc;Sierpienica (27564);52 51 25;19 40 15;;sierpecki;52.856944444444444;19.670833333333334
152190120;KĘPA POLSKA;Wisła (2);52 25 53;19 57 48;;płocki;52.43138888888889;19.96333333333333
152190160;Babiec;Skrwa (2756);52 54 08;19 41 22;;sierpecki;52.90222222222222;19.689444444444444
152199992;Łowicz;Bzura (272);52 06 36;19 57 37;;łowicki;52.11;19.960277777777776
152199997;Kutno;Ochnia (27218);52 13 57;19 21 01;;kutnowski;52.2325;19.35027777777778
152200010;Kęszyce;Rawka (2726);52 08 09;20 07 53;;skierniewicki;52.13583333333333;20.13138888888889
152200020;Trzciniec;Wkra (268);52 55 50;20 10 19;;mławski;52.93055555555555;20.171944444444446
152200030;WYSZOGRÓD;Wisła (2);52 23 05;20 11 35;;płocki;52.38472222222222;20.193055555555556
152200050;Żuków;Bzura (272);52 15 42;20 16 09;;sochaczewski;52.26166666666666;20.269166666666667
152200070;Władysławów;Łasica (27296);52 19 20;20 21 15;;sochaczewski;52.32222222222222;20.354166666666668
152200080;Strachowo;Płonka (26876);52 37 50;20 26 19;;płoński;52.63055555555555;20.43861111111111
152200090;Krubice;Utrata (2728);52 14 23;20 27 06;;sochaczewski;52.23972222222222;20.451666666666664
152200100;Luberadz;Łydynia (2686);52 45 41;20 28 38;;ciechanowski;52.76138888888889;20.47722222222222
152200110;MODLIN;Wisła (2);52 25 50;20 39 35;;nowodworski;52.43055555555555;20.65972222222222
152200120;Borkowo;Wkra (268);52 33 42;20 39 56;;nowodworski;52.56166666666666;20.665555555555553
152200130;Orzechowo;Narew (26);52 29 17;20 51 52;;legionowski;52.488055555555555;20.864444444444445
152200150;WYCHÓDŹC;Wisła (2);52 23 38;20 25 22;;płoński;52.39388888888889;20.422777777777778
152209994;Nowe Miasto;Sona (2688);52 39 21;20 37 58;;płoński;52.655833333333334;20.63277777777778
152209996;Sochocin;Wkra (268);52 41 07;20 28 09;;płoński;52.68527777777778;20.469166666666666
152209997;Duranów;Pisia Gągolina (27276);52 11 59;20 14 21;;sochaczewski;52.19972222222222;20.239166666666666
152210020;Piaseczno 2;Jeziorka (258);52 03 48;21 02 22;;piaseczyński;52.06333333333333;21.039444444444445
152210030;MAKÓW MAZOWIECKI;Orzyc (2658);52 51 39;21 06 25;;makowski;52.86083333333333;21.106944444444444
152210040;Warszawa-Nadwilanówka;Wisła (2);52 11 11;21 06 29;;warszawa;52.186388888888885;21.108055555555556
152210060;ZAMBSKI KOŚCIELNE;Narew (26);52 45 22;21 12 22;;pułtuski;52.75611111111111;21.20611111111111
152210070;WÓLKA MLĄDZKA;Świder (256);52 08 21;21 19 49;;otwocki;52.13916666666667;21.330277777777777
152210090;Wyszków;Bug (26714);52 35 18;21 27 10;;wyszkowski;52.58833333333334;21.452777777777776
152210100;CZARNOWO;Orz (2656);52 53 00;21 32 14;;ostrołęcki;52.88333333333333;21.537222222222223
152210110;Zawiszyn;Osownica (2671488);52 29 12;21 39 22;;wołomiński;52.486666666666665;21.65611111111111
152210120;Łochów;Liwiec (267148);52 30 36;21 40 42;;wołomiński;52.51;21.678333333333335
152210130;Nowe Kaczkowo;Brok (2671476);52 43 42;21 57 20;;ostrowski;52.72833333333333;21.955555555555556
152210140;JAGODNE;Kostrzyń (2671484);52 12 06;21 58 41;;siedlecki;52.20166666666667;21.978055555555553
152210150;Popowo;Bug (26714);52 31 41;21 10 32;;wyszkowski;52.528055555555554;21.175555555555558
152210170;WARSZAWA-BULWARY;Wisła (2);52 14 50;21 01 15;;warszawa;52.24722222222222;21.020833333333332
152210180;Pułtusk;Narew (26);52 42 10;21 05 36;;pułtuski;52.70277777777778;21.093333333333334
152219993;Różan;Narew (26);52 53 07;21 24 22;;makowski;52.88527777777778;21.40611111111111
152219996;Zielonka;Długa (267184);52 18 46;21 08 25;;wołomiński;52.312777777777775;21.140277777777776
152220010;Zaliwie-Piegawki;Liwiec (267148);52 15 11;22 05 41;;siedlecki;52.253055555555555;22.09472222222222
152220050;Frankopol;Bug (26714);52 24 54;22 33 39;;sokołowski;52.415;22.560833333333335
152220060;HRUSZEW;Toczna (2671458);52 19 14;22 43 13;;łosicki;52.32055555555556;22.720277777777778
152220070;Brańsk;Nurzec (267146);52 44 38;22 49 07;;bielski;52.74388888888889;22.81861111111111
152220080;SURAŻ;Narew (26);52 56 56;22 57 18;;białostocki;52.94888888888889;22.955
152220100;Kozarze;Nurzec (267146);52 40 11;22 28 35;;wysokomazowiecki;52.66972222222222;22.476388888888888
152229999;MAŁKINIA;Bug (26714);52 40 27;22 00 58;;ostrowski;52.674166666666665;22.016111111111112
152230010;Boćki;Nurzec (267146);52 39 06;23 02 17;;bielski;52.651666666666664;23.03805555555556
152230020;Porosiuki;Krzna (267144);52 01 12;23 03 31;;bialski;52.019999999999996;23.058611111111112
152230030;CHRABOŁY;Orlanka (2614);52 51 44;23 11 45;;bielski;52.86222222222222;23.195833333333333
152230040;PLOSKI;Narew (26);52 54 08;23 13 56;;białostocki;52.90222222222222;23.23222222222222
152230050;Perkowice;Zielawa (2671448);51 59 47;23 17 06;;bialski;51.99638888888889;23.285
152230060;TRZEŚCIANKA;Rudnia (26136);52 56 20;23 25 32;;hajnowski;52.93888888888888;23.425555555555558
152230070;Malowa Góra;Krzna (267144);52 06 13;23 28 03;;bialski;52.103611111111114;23.467499999999998
152230080;Krzyczew;Bug (26714);52 08 49;23 29 57;;bialski;52.14694444444444;23.499166666666667
152230090;NAREW;Narew (26);52 54 57;23 31 22;;hajnowski;52.91583333333333;23.522777777777776
152230100;NAREWKA;Narewka (2612);52 51 47;23 43 31;;hajnowski;52.863055555555555;23.725277777777777
152230110;BONDARY;Narew (26);52 56 25;23 44 56;;hajnowski;52.94027777777777;23.74888888888889
152230120;SIEMIANÓWKA;Narew (26);52 56 25;23 45 26;;hajnowski;52.94027777777777;23.75722222222222
152230190;BIAŁOWIEŻA-PARK;Narewka (2612);52 42 05;23 50 29;;hajnowski;52.70138888888889;23.841388888888886
152230200;ZABUŻE;Bug (26714);52 19 03;23 02 56;;siemiatycki;52.3175;23.04888888888889
153140010;Świnoujście;Morze Bałtyckie (0);53 54 30;14 15 52;;świnoujście;53.90833333333333;14.264444444444445
153140020;Widuchowa;Odra (1);53 07 21;14 22 55;;gryfiński;53.1225;14.381944444444445
153140030;Gryfino;Odra (1);53 15 25;14 29 04;;gryfiński;53.25694444444444;14.484444444444444
153140040;Trzebież;Zalew Szczeciński (319);53 39 33;14 31 08;;policki;53.659166666666664;14.51888888888889
153140050;Szczecin Most Długi;Odra (1);53 25 21;14 33 35;;szczecin;53.4225;14.559722222222224
153140060;Wolin;Cieśnina Dziwna (35);53 50 17;14 37 00;;kamieński;53.838055555555556;14.616666666666667
153140070;Dziwnów;Morze Bałtyckie (0);54 01 14;14 43 54;;kamieński;54.02055555555555;14.731666666666667
153140080;Widzieńsko;Gowienica (314);53 39 56;14 44 41;;goleniowski;53.66555555555556;14.74472222222222
153140090;Goleniów;Ina (198);53 33 47;14 49 37;;goleniowski;53.56305555555555;14.826944444444445
153140100;Żelewo;Płonia (197432);53 16 39;14 51 48;;gryfiński;53.277499999999996;14.863333333333333
153140110;Okunica;Płonia (197432);53 11 51;14 56 17;;pyrzycki;53.1975;14.938055555555556
153140190;Szczecin-Podjuchy;Regalica (1974);53 22 08;14 35 33;;szczecin;53.36888888888889;14.592500000000001
153140200;Morzyczyn;Jez. Miedwie (Płonia) (197432);53 21 05;14 54 59;;stargardzki;53.35138888888889;14.91638888888889
153150010;Stargard;Ina (198);53 21 01;15 02 27;;stargardzki;53.35027777777778;15.040833333333333
153150020;Morzyca;Mała Ina (1986);53 12 31;15 08 49;;stargardzki;53.20861111111111;15.146944444444443
153150030;Kulice;Sąpólna (4268);53 39 36;15 10 06;;goleniowski;53.66;15.168333333333333
153150040;Gogolewo;Krąpiel (1988);53 22 57;15 10 21;;stargardzki;53.3825;15.1725
153150050;Resko;Rega (42);53 46 22;15 23 43;;łobeski;53.772777777777776;15.395277777777777
153150080;Łobez;Rega (42);53 37 45;15 36 48;;łobeski;53.62916666666667;15.613333333333333
153150090;Gola Dolna;Rega (42);53 44 59;15 43 50;;świdwiński;53.749722222222225;15.730555555555556
153150100;Drawno;Drawa (1888);53 13 04;15 45 50;;choszczeński;53.217777777777776;15.76388888888889
153150120;Drawsko Pomorskie;Drawa (1888);53 31 37;15 48 39;;drawski;53.526944444444446;15.810833333333335
153150190;Mołstowo;Mołstowa (428);53 59 14;15 21 49;;gryficki;53.98722222222222;15.36361111111111
153160020;Tychówko;Parsęta (44);53 54 03;16 03 55;;białogardzki;53.90083333333333;16.06527777777778
153160030;Stare Drawsko;Drawa (1888);53 36 06;16 11 42;;drawski;53.60166666666667;16.195
153160070;Nadarzyce;Piława (18865994);53 27 57;16 29 45;;złotowski;53.465833333333336;16.495833333333334
153160080;Storkowo;Parsęta (44);53 46 45;16 29 42;;szczecinecki;53.77916666666667;16.495
153160110;Wiesiółka;Dobrzyca (188659948);53 16 18;16 36 44;;wałecki;53.27166666666667;16.612222222222222
153160160;Ujście 2;Noteć (188);53 03 18;16 43 17;;pilski;53.055;16.72138888888889
153160170;Ujście;Noteć (188);53 03 17;16 43 49;;pilski;53.05472222222222;16.730277777777776
153160180;Piła;Gwda (1886);53 09 05;16 44 23;;pilski;53.15138888888889;16.739722222222223
153160190;Zabrodzie;Piława (18865994);53 15 26;16 44 54;;pilski;53.257222222222225;16.748333333333335
153160200;Gwda Wielka;Gwda (1886);53 44 25;16 47 37;;szczecinecki;53.74027777777778;16.79361111111111
153160210;Ptusza;Gwda (1886);53 22 00;16 47 47;;złotowski;53.36666666666667;16.79638888888889
153160250;Okonek;Czarna (188654);53 31 29;16 50 06;;złotowski;53.52472222222222;16.834999999999997
153160260;Czarne;Czernica (18862);53 41 40;16 57 04;;człuchowski;53.69444444444444;16.95111111111111
153170010;Białośliwie;Noteć (188);53 04 25;17 07 29;;chodzieski;53.07361111111111;17.12472222222222
153170040;Wyrzysk;Łobżonka (1884);53 09 03;17 16 15;;pilski;53.15083333333333;17.270833333333332
153170050;Ciecholewy;Brda (292);53 48 52;17 24 39;;chojnicki;53.81444444444444;17.410833333333333
153170060;Swornegacie;Brda (292);53 51 35;17 29 54;;chojnicki;53.859722222222224;17.498333333333335
153170070;Swornegacie;Zbrzyca (292372);53 52 57;17 30 34;;chojnicki;53.8825;17.509444444444444
153170100;Nakło-Zachód;Noteć (188);53 07 25;17 33 44;;nakielski;53.12361111111111;17.56222222222222
153170110;Motyl;Sępolna (29274);53 25 41;17 49 36;;bydgoski;53.42805555555555;17.826666666666668
153170120;Tuchola;Brda (292);53 34 23;17 54 12;;tucholski;53.573055555555555;17.903333333333332
153170140;Smukała;Brda (292);53 11 17;17 57 47;;bydgoszcz;53.18805555555555;17.963055555555556
153179996;Chociński Młyn;Chocina (292332);53 49 53;17 26 54;;chojnicki;53.831388888888895;17.448333333333334
153180010;Czarna Woda;Wda (294);53 50 28;18 05 34;;starogardzki;53.84111111111111;18.092777777777776
153180020;FORDON;Wisła (2);53 08 48;18 10 12;;bydgoszcz;53.14666666666667;18.17
153180030;Bożepole Szlacheckie;Wierzyca (298);53 58 35;18 13 52;;kościerski;53.97638888888889;18.231111111111108
153180040;Tleń;Prusina (2946);53 37 12;18 15 28;;świecki;53.62;18.25777777777778
153180050;Błędno;Wda (294);53 42 06;18 20 50;;starogardzki;53.70166666666667;18.34722222222222
153180060;Krąplewice;Wda (294);53 29 22;18 22 51;;świecki;53.489444444444445;18.380833333333335
153180080;Chełmno;Wisła (2);53 21 47;18 24 54;;chełmiński;53.363055555555555;18.415
153180090;Toruń;Wisła (2);53 00 28;18 36 27;;toruń;53.007777777777775;18.6075
153180100;GRUDZIĄDZ;Wisła (2);53 29 06;18 44 43;;grudziądz;53.485;18.74527777777778
153180110;Brody Pomorskie;Wierzyca (298);53 51 30;18 45 37;;tczewski;53.858333333333334;18.760277777777777
153180120;Hel;Morze Bałtyckie (0);54 36 07;18 48 02;;pucki;54.60194444444445;18.800555555555555
153180130;Kwidzyn;Liwa (522);53 43 20;18 54 41;;kwidzyński;53.72222222222222;18.911388888888887
153180140;Elgiszewo;Drwęca (28);53 03 39;18 55 42;;golubsko-dobrzyński;53.06083333333333;18.928333333333335
153180150;Rogóżno 2;Osa (296);53 31 00;18 56 56;;grudziądzki;53.516666666666666;18.948888888888888
153190010;Świecie;Lutryna (2966);53 26 36;19 05 53;;grudziądzki;53.44333333333333;19.098055555555554
153190020;Lisnowo;Osa (296);53 26 55;19 08 08;;grudziądzki;53.448611111111106;19.135555555555555
153190030;Prabuty;Jez. Dzierzgoń (liwa) (522);53 46 45;19 11 59;;kwidzyński;53.77916666666667;19.199722222222224
153190040;Bągart;Elbląg (54);53 57 58;19 22 09;;elbląski;53.96611111111111;19.36916666666667
153190050;Brodnica;Drwęca (28);53 15 20;19 24 03;;brodnicki;53.25555555555555;19.40083333333333
153190080;Iława;Jez. Jeziorak (Iławka) (2856);53 35 52;19 33 23;;iławski;53.59777777777778;19.55638888888889
153190090;Nowe Miasto Lubawskie;Drwęca (28);53 25 20;19 35 24;;nowomiejski;53.42222222222222;19.59
153190100;Dziarny;Iławka (2856);53 34 14;19 36 53;;iławski;53.57055555555556;19.614722222222223
153190120;Rodzone;Drwęca (28);53 31 20;19 39 35;;iławski;53.52222222222222;19.65972222222222
153190130;Kuligi;Wel (286);53 25 46;19 41 27;;nowomiejski;53.42944444444444;19.690833333333334
153190140;Samborowo;Drwęca (28);53 40 10;19 48 21;;iławski;53.669444444444444;19.805833333333332
153190150;Lidzbark;Wel (286);53 16 00;19 49 07;;działdowski;53.266666666666666;19.81861111111111
153190170;Ostróda;Jez. Drwęckie (Drwęca) (28);53 42 10;19 57 34;;ostródzki;53.70277777777778;19.959444444444443
153190180;Bachotek;Skarlanka (2876);53 19 12;19 26 35;;brodnicki;53.32;19.443055555555556
153190190;TAMA BRODZKA;Skarlanka (2876);53 16 54;19 28 37;;brodnicki;53.281666666666666;19.47694444444444
153200010;Idzbark;Drwęca (28);53 40 20;20 02 02;;ostródzki;53.67222222222222;20.03388888888889
153200020;SZREŃSK;Mławka (2684);53 00 35;20 07 42;;mławski;53.00972222222222;20.128333333333334
153200030;Kalisty;Pasłęka (56);53 55 02;20 11 45;;olsztyński;53.91722222222222;20.195833333333333
153200040;Tomaryny;Pasłęka (56);53 44 10;20 12 24;;olsztyński;53.736111111111114;20.206666666666667
153200050;Sarnowo;Szkotówka (2682);53 16 08;20 14 47;;działdowski;53.26888888888889;20.24638888888889
153200070;OLSZTYN-KORTOWO;Łyna (584);53 45 23;20 28 18;;olsztyn;53.756388888888885;20.471666666666664
153200090;SZYPRY;Jez. Wadąg (Wadąg) (5844);53 50 08;20 34 25;;olsztyński;53.83555555555556;20.57361111111111
153200160;WIELBARK;Sawica (26542);53 24 06;20 56 39;;szczycieński;53.401666666666664;20.944166666666668
153210010;KRUKOWO;Omulew (2654);53 18 32;21 06 29;;ostrołęcki;53.30888888888889;21.108055555555556
153210020;KRASNOSIELC;Orzyc (2658);53 02 07;21 09 16;;makowski;53.03527777777778;21.154444444444444
153210040;MYSZYNIEC;Rozoga (2652);53 23 11;21 20 27;;ostrołęcki;53.38638888888889;21.340833333333332
153210050;SPYCHOWO;Krutynia (264326);53 36 31;21 20 48;;szczycieński;53.60861111111111;21.346666666666664
153210070;BIAŁOBRZEG BLIŻSZY;Omulew (2654);53 06 30;21 28 43;;ostrołęcki;53.108333333333334;21.47861111111111
153210090;OSTROŁĘKA;Narew (26);53 05 02;21 33 46;;ostrołęcki;53.08388888888889;21.56277777777778
153210120;WALERY;Rozoga (2652);53 08 50;21 37 10;;ostrołęcki;53.14722222222222;21.619444444444444
153210130;GŁODOWO;Jez. Śniardwy (Pisa) (264);53 43 34;21 39 20;;piski;53.726111111111116;21.655555555555555
153210140;SZKWA;Szkwa (26518);53 10 49;21 41 09;;ostrołęcki;53.180277777777775;21.685833333333335
153210170;PTAKI;Pisa (264);53 23 35;21 47 32;;kolneński;53.393055555555556;21.792222222222225
153210180;ZARUZIE;Ruż (26516);53 08 54;21 48 01;;łomżyński;53.14833333333333;21.80027777777778
153210190;PISZ;Pisa (264);53 37 28;21 48 23;;piski;53.62444444444444;21.80638888888889
153210200;MALDANIN;Jez. Roś (Pisa) (264);53 39 02;21 49 26;;piski;53.650555555555556;21.823888888888888
153210210;NOWOGRÓD;Narew (26);53 13 36;21 51 55;;łomżyński;53.22666666666667;21.86527777777778
153210220;DOBRYLAS;Pisa (264);53 17 09;21 51 53;;łomżyński;53.28583333333333;21.864722222222223
153220010;PIĄTNICA-ŁOMŻA;Narew (26);53 11 36;22 05 36;;łomża;53.19333333333333;22.093333333333334
153220050;EŁK;Jez. Ełckie (ełk) (2628);53 49 13;22 20 39;;ełcki;53.82027777777778;22.344166666666666
153220060;EŁK;Ełk (2628);53 49 54;22 23 00;;ełcki;53.83166666666667;22.383333333333333
153220070;WIZNA;Narew (26);53 12 03;22 24 29;;łomżyński;53.200833333333335;22.408055555555553
153220080;PROSTKI;Ełk (2628);53 42 02;22 26 21;;ełcki;53.70055555555556;22.439166666666665
153220090;CZACHY;Wissa (26296);53 22 41;22 26 46;;grajewski;53.378055555555555;22.44611111111111
153220100;BURZYN;Biebrza (262);53 16 27;22 27 33;;łomżyński;53.274166666666666;22.459166666666665
153220110;CHEŁCHY;Lega (2626);53 52 46;22 28 04;;ełcki;53.879444444444445;22.467777777777776
153220130;STRĘKOWA GÓRA;Narew (26);53 13 11;22 32 19;;białostocki;53.219722222222224;22.538611111111113
153220140;PRZECHODY;Ełk (2628);53 33 18;22 35 11;;grajewski;53.555;22.586388888888887
153220150;KUCZE;Lega (2626);53 46 56;22 35 49;;ełcki;53.782222222222224;22.596944444444443
153220160;OSOWIEC;Ełk (2628);53 29 12;22 37 36;;moniecki;53.486666666666665;22.62666666666667
153220170;OSOWIEC;Biebrza (262);53 28 59;22 38 19;;moniecki;53.48305555555556;22.63861111111111
153220180;ZAWADY;Ślina (26196);53 09 25;22 40 25;;białostocki;53.15694444444444;22.67361111111111
153220190;RAJGRÓD;Jez. Rajgrodzkie (Lega) (2626);53 43 58;22 41 59;;grajewski;53.73277777777778;22.699722222222224
153220200;RAJGRÓD;Lega (2626);53 43 50;22 42 06;;grajewski;53.730555555555554;22.701666666666664
153220220;WOŹNAWIEŚ;Lega (2626);53 41 01;22 44 58;;grajewski;53.683611111111105;22.749444444444446
153220230;KULESZE-CHOBOTKI;Nereśl (2618);53 14 30;22 45 53;;moniecki;53.24166666666667;22.764722222222222
153220240;RACZKI;Netta (2622);53 59 27;22 47 10;;suwalski;53.990833333333335;22.78611111111111
153220250;DOLISTOWO STARE;Biebrza (262);53 33 12;22 54 25;;moniecki;53.55333333333333;22.90694444444444
153220260;DĘBOWO;Biebrza (262);53 36 35;22 55 49;;augustowski;53.609722222222224;22.93027777777778
153220270;BABINO;Narew (26);53 09 15;22 56 33;;białostocki;53.15416666666667;22.9425
153220280;BIAŁOBRZEGI;Netta (2622);53 48 15;22 57 59;;augustowski;53.80416666666667;22.96638888888889
153220290;SZCZEBRA;Blizna (26224);53 54 22;22 58 31;;augustowski;53.90611111111111;22.975277777777777
153220310;CZARNA WIEŚ;Kanał Kuwasy (262898);53 42 40;22 38 22;;grajewski;53.711111111111116;22.639444444444443
153230010;FASTY;Supraśl (2616);53 10 43;23 01 36;;białostocki;53.17861111111111;23.026666666666667
153230020;KARPOWICZE;Brzozówka (2624);53 35 07;23 02 36;;sokólski;53.58527777777778;23.043333333333337
153230060;ZAWADY;Biała (26168);53 09 37;23 06 24;;białystok;53.16027777777778;23.10666666666667
153230070;SZTABIN;Biebrza (262);53 40 19;23 06 59;;augustowski;53.67194444444444;23.116388888888892
153230080;SOCHONIE;Czarna (26166);53 13 01;23 10 50;;białostocki;53.216944444444444;23.180555555555557
153230110;SUPRAŚL;Supraśl (2616);53 12 45;23 20 18;;białostocki;53.212500000000006;23.33833333333333
153230120;JAŁOWY RÓG;Czarna Hańcza (64);53 54 00;23 24 21;;augustowski;53.9;23.40583333333333
153230130;HARASIMOWICZE;Sidra (26214);53 39 45;23 26 56;;sokólski;53.6625;23.448888888888888
153230140;SOKOŁDA;Sokołda (26162);53 14 50;23 28 35;;białostocki;53.24722222222222;23.476388888888888
153230160;Gródek;Supraśl (2616);53 05 42;23 40 18;;białostocki;53.095;23.671666666666667
153230170;NOWOSIÓŁKI;Supraśl (2616);53 10 24;23 31 48;;białostocki;53.17333333333333;23.529999999999998
154150010;Trzebiatów;Rega (42);54 03 49;15 15 39;;gryficki;54.06361111111111;15.260833333333334
154150030;Kołobrzeg;Morze Bałtyckie (0);54 11 12;15 33 12;;kołobrzeski;54.18666666666666;15.553333333333335
154150040;Bardy;Parsęta (44);54 05 30;15 42 50;;kołobrzeski;54.09166666666667;15.713888888888889
154150050;Białogard;Parsęta (44);54 00 11;15 58 35;;białogardzki;54.003055555555555;15.97638888888889
154150060;Rościęcino;Parsęta (44);54 06 55;15 36 26;;kołobrzeski;54.11527777777778;15.607222222222221
154150070;Karlino;Parsęta (44);54 02 20;15 52 10;;białogardzki;54.038888888888884;15.869444444444445
154160020;Białogórzyno;Radew (448);54 03 45;16 07 00;;koszaliński;54.0625;16.116666666666667
154160030;Koszalin;Dzierżęcinka (45614);54 11 08;16 11 20;;koszalin;54.18555555555555;16.18888888888889
154160060;Grabowo;Grabowa (468);54 17 54;16 26 15;;sławieński;54.29833333333333;16.4375
154160070;Stary Kraków;Wieprza (46);54 26 32;16 36 23;;sławieński;54.44222222222222;16.60638888888889
154160080;Cybulino;Radew (448);54 02 25;16 37 04;;koszaliński;54.040277777777774;16.61777777777778
154160090;Krąg;Grabowa (468);54 14 34;16 43 23;;sławieński;54.24277777777778;16.723055555555554
154160100;Pieszcz;Moszczeniczka (4672);54 27 26;16 46 11;;sławieński;54.45722222222223;16.76972222222222
154160110;Ustka;Morze Bałtyckie (0);54 35 17;16 51 14;;słupski;54.588055555555556;16.85388888888889
154160120;Korzybie;Wieprza (46);54 16 50;16 52 42;;słupski;54.28055555555555;16.878333333333334
154160130;Ciecholub;Studnica (464);54 09 57;16 54 07;;słupski;54.16583333333333;16.901944444444442
154160140;Charnowo;Słupia (472);54 32 46;16 55 39;;słupski;54.54611111111111;16.927500000000002
154160150;Darłowo;Morze Bałtyckie (0);54 26 21;16 22 49;;sławieński;54.439166666666665;16.380277777777778
154160160;Zielnowo;Wieprza (46);54 26 31;16 28 32;;sławieński;54.44194444444444;16.475555555555555
154169997;Sławno;Wieprza (46);54 21 57;16 41 18;;sławieński;54.365833333333335;16.688333333333333
154170010;Słupsk;Słupia (472);54 28 12;17 01 52;;słupsk;54.47;17.03111111111111
154170020;Krępa;Glaźna (4728);54 25 07;17 02 57;;słupski;54.41861111111111;17.049166666666668
154170030;Skarszów Dolny;Skotawa (4726);54 21 54;17 07 07;;słupski;54.365;17.11861111111111
154170040;Kwisno;Wieprza (46);54 05 06;17 07 49;;bytowski;54.085;17.130277777777778
154170060;Smołdzino;Łupawa (474);54 39 42;17 12 53;;słupski;54.66166666666666;17.21472222222222
154170070;Gałążnia Mała;Słupia (472);54 17 18;17 18 06;;bytowski;54.288333333333334;17.301666666666666
154170080;Łupawa;Łupawa (474);54 25 10;17 24 56;;słupski;54.419444444444444;17.415555555555553
154170090;Izbica;Jez. Łebsko (Łeba) (476);54 40 52;17 25 41;;słupski;54.68111111111111;17.428055555555556
154170100;Łeba;Morze Bałtyckie (0);54 45 48;17 33 02;;lęborski;54.763333333333335;17.550555555555555
154170110;Cecenowo;Łeba (476);54 39 16;17 33 51;;słupski;54.654444444444444;17.56416666666667
154170120;Soszyca;Słupia (472);54 15 00;17 34 47;;bytowski;54.25;17.579722222222223
154170130;Pogorzelice;Pogorzelica (4764);54 29 18;17 35 43;;lęborski;54.48833333333334;17.595277777777778
154170150;Zawiaty;Łupawa (474);54 19 57;17 37 13;;bytowski;54.3325;17.62027777777778
154170160;Lębork;Łeba (476);54 32 31;17 44 50;;lęborski;54.54194444444444;17.747222222222224
154170180;Wawrzynowo;Wda (294);54 02 44;17 53 51;;kościerski;54.04555555555555;17.8975
154170190;Borucino;Jez. Raduńskie Górne (Radunia) (4868);54 15 12;17 59 29;;kartuski;54.25333333333333;17.99138888888889
154170230;Obrowo;Łupawa (474);54 15 46;17 35 57;;bytowski;54.26277777777778;17.599166666666665
154170240;Borucino;Borucinka (48681152);54 15 20;17 58 48;;kartuski;54.25555555555555;17.979999999999997
154170320;Głuszynko;Darżyńska Struga (47436);54 29 35;17 27 11;;słupski;54.49305555555556;17.453055555555554
154170330;Łebsko;Morze Bałtyckie (0);54 45 11;17 32 12;;lęborski;54.753055555555555;17.53666666666667
154170340;Żelkówko;Słupia (472);54 21 37;17 05 05;;słupski;54.36027777777778;17.084722222222222
