"349190600","BIELSKO-BIA£A                 ","2025","03","01",4.6,,-1.0,,1.1,,-3.2,,0.0,,"S",,"9",,"9",2.3,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R","08",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","02",4.8,,0.1,,1.4,,0.0,,0.0,,"W",,"9",,"9",3.2,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R","08",,"04",,,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","03",6.8,,0.3,,2.9,,-2.3,,,"9",,,"9",,"9",5.1,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R",,"9",,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","04",11.2,,-3.3,,3.1,,-4.6,,,"9",,,"9",,"9",9.7,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","Z","10",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","05",17.2,,-3.4,,8.1,,-5.2,,,"9",,,"9",,"9",10.6,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","Z","10",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","06",19.9,,5.1,,13.7,,-0.8,,,"9",,,"9",,"9",10.7,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R",,"9",,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","07",18.3,,6.9,,12.1,,1.4,,,"9",,,"9",,"9",6.7,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R",,"9",,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","08",19.5,,2.1,,10.1,,-0.3,,,"9",,,"9",,"9",9.7,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R",,"9",,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","09",18.8,,4.2,,12.2,,1.7,,,"9",,,"9",,"9",5.8,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R",,"9",,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","10",18.1,,9.2,,13.1,,1.3,,0.2,,"W",,"9",,"9",8.0,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R",,"9",,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","11",14.1,,9.3,,10.7,,7.7,,0.0,,"W",,"9",,"9",1.4,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R",,"9",,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","12",15.7,,6.5,,12.0,,3.7,,0.0,,"W",,"9",,"9",10.0,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R",,"9",,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","13",14.4,,1.9,,8.4,,2.0,,4.0,,"W",,"9",,"9",0.1,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R",,"9",,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","14",5.1,,0.6,,2.9,,-0.8,,15.3,,"W",,"9",,"9",,"9",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R",,"9",,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","15",3.5,,0.4,,0.6,,0.3,,0.2,,"S",,"9",,"9",,"9",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R",,"9",,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","16",2.6,,-1.9,,-0.8,,-3.6,,2.7,,"S",,"9",,"9",3.2,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","Z","07",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","17",2.3,,-3.7,,-1.0,,-5.9,,1.2,,"S",3,,,"9",4.2,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",1,,,"8","Z","08",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","18",3.6,,-10.1,,-2.4,,-13.8,,,"9",,3,,,"9",10.9,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",1,,,"8","Z","10",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","19",10.2,,-5.2,,2.1,,-6.9,,,"9",,,"9",,"9",11.1,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","Z","13",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","20",13.7,,-2.2,,6.1,,-5.9,,,"9",,,"9",,"9",11.1,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","Z","09",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","21",15.6,,0.9,,8.2,,-1.4,,,"9",,,"9",,"9",11.2,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R",,"9",,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","22",14.5,,-0.9,,8.0,,-2.9,,,"9",,,"9",,"9",10.8,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","Z","01",,,"9",,"8"
"349190600","BIELSKO-BIA£A                 ","2025","03","23",14.1,,7.0,,10.4,,2.8,,3.4,,"W",,"9",,"9",0.8,,,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8",,"8","R",,"9",,"9",,"8"
